ID,2012 Kraj,2013 Kraj,2014 Kraj,2015 Kraj,2016 Kraj,2017 Kraj,2018 Kraj,2019 Kraj,2020 Kraj,2021 Kraj,2022 Kraj,2023 Kraj,2024 Kraj,2025 Kraj,2026 Kraj,2012 pořadí kraj,2013 pořadí kraj,2014 pořadí kraj,2015 pořadí kraj,2016 pořadí kraj,2017 pořadí kraj,2018 pořadí kraj,2019 pořadí kraj,2020 pořadí kraj,2021 pořadí kraj,2022 pořadí kraj,2023 pořadí kraj,2024 pořadí kraj,2025 pořadí kraj,2026 pořadí kraj,2012 pořadí kategorie,2013 pořadí kategorie,2014 pořadí kategorie,2015 pořadí kategorie,2016 pořadí kategorie,2017 pořadí kategorie,2018 pořadí kategorie,2019 pořadí kategorie,2020 pořadí kategorie,2021 pořadí kategorie,2022 pořadí kategorie,2023 pořadí kategorie,2024 pořadí kategorie,2025 pořadí kategorie,2026 pořadí kategorie,2012 pořadí kraj kategorie,2013 pořadí kraj kategorie,2014 pořadí kraj kategorie,2015 pořadí kraj kategorie,2016 pořadí kraj kategorie,2017 pořadí kraj kategorie,2018 pořadí kraj kategorie,2019 pořadí kraj kategorie,2020 pořadí kraj kategorie,2021 pořadí kraj kategorie,2022 pořadí kraj kategorie,2023 pořadí kraj kategorie,2024 pořadí kraj kategorie,2025 pořadí kraj kategorie,2026 pořadí kraj kategorie,2013 Pořadí skokani kraj,2013 Pořadí skokani kategorie,2013 Pořadí skokani kraj kategorie,2014 Pořadí skokani kraj,2014 Pořadí skokani kategorie,2014 Pořadí skokani kraj kategorie,2015 Pořadí skokani kraj,2015 Pořadí skokani kategorie,2015 Pořadí skokani kraj kategorie,2016 Pořadí skokani kraj,2016 Pořadí skokani kategorie,2016 Pořadí skokani kraj kategorie,2017 Pořadí skokani kraj,2017 Pořadí skokani kategorie,2017 Pořadí skokani kraj kategorie,2018 Pořadí skokani kraj,2018 Pořadí skokani kategorie,2018 Pořadí skokani kraj kategorie,2019 Pořadí skokani kraj,2019 Pořadí skokani kategorie,2019 Pořadí skokani kraj kategorie,2020 Pořadí skokani kraj,2020 Pořadí skokani kategorie,2020 Pořadí skokani kraj kategorie,2021 Pořadí skokani kraj,2021 Pořadí skokani kategorie,2021 Pořadí skokani kraj kategorie,2022 Pořadí skokani kraj,2022 Pořadí skokani kategorie,2022 Pořadí skokani kraj kategorie,2023 Pořadí skokani kraj,2023 Pořadí skokani kategorie,2023 Pořadí skokani kraj kategorie,2024 Pořadí skokani kraj,2024 Pořadí skokani kategorie,2024 Pořadí skokani kraj kategorie,2025 Pořadí skokani kraj,2025 Pořadí skokani kategorie,2025 Pořadí skokani kraj kategorie,2026 Pořadí skokani kraj,2026 Pořadí skokani kategorie,2026 Pořadí skokani kraj kategorie
77380,,,,,,,,,KSST Zlínský,,KSST Zlínský,,,,,,,,,,,,,985,,882,,,,,,,,,,,,,110,,204,,,,,,,,,,,,,15,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77381,,,,,,,,,KSST Zlínský,,KSST Zlínský,KSST Zlínský,KSST Zlínský,,,,,,,,,,,1008,,919,878,902,,,,,,,,,,,487,,717,760,1344,,,,,,,,,,,57,,55,47,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77382,,,,,,,,,,,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,,,,,,,,,,,,1337,1100,1079,1019,,,,,,,,,,,,426,230,244,482,,,,,,,,,,,,44,30,29,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,280,32,325,556,56,,,
77384,,,,,,,,,KSST Jihomoravský,,,,,,,,,,,,,,,2253,,,,,,,,,,,,,,,16792,,,,,,,,,,,,,,,2253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77385,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,,2032,,1803,1756,,,,,,,,,,,,15903,,14115,13839,,,,,,,,,,,,2032,,1803,1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,4364,571,,,,,,,,,
77386,,,,,,,,,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,,,,,,,,,,96,58,67,62,68,73,,,,,,,,,,166,88,184,144,188,244,,,,,,,,,,20,14,17,17,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,61,10,20,140,13,63,228,25,,,
77389,,,,,,,,,KSST Liberecký,,KSST Liberecký,KSST Liberecký,KSST Liberecký,,KSST Liberecký,,,,,,,,,677,,530,432,279,,258,,,,,,,,,696,,347,492,282,,470,,,,,,,,,35,,19,21,8,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,231,10,6,96,4,,,,,,
77390,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,2141,,2068,2049,1914,1878,1831,,,,,,,,,16342,,15501,15317,15055,15017,15029,,,,,,,,,2141,,2068,2049,1914,1878,1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,3812,450
77391,,,,,,,,,KSST Jihomoravský,,,,,,,,,,,,,,,2247,,,,,,,,,,,,,,,16767,,,,,,,,,,,,,,,2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77392,,,,,,,,,KSST Jihomoravský,,,,,,,,,,,,,,,2238,,,,,,,,,,,,,,,16692,,,,,,,,,,,,,,,2238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77393,,,,,,,,,KSST Zlínský,,KSST Zlínský,KSST Zlínský,,KSST Zlínský,,,,,,,,,,1041,,941,899,,950,,,,,,,,,,609,,794,1386,,2036,,,,,,,,,,80,,68,103,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77394,,,,,,,,,KSST Zlínský,,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,,,,,,,,,,982,,927,894,934,946,,,,,,,,,,16300,,15642,15580,15913,15887,,,,,,,,,,982,,927,894,934,946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77395,,,,,,,,,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,,,,,,,,,205,166,195,120,124,126,116,,,,,,,,,1910,1379,1727,919,1049,955,933,,,,,,,,,205,166,195,120,124,126,116,,,,,,,,,,,,,,,,,,,,,,,,,206,2599,206,273,3392,273,52,652,52,515,8420,515,315,4954,315,370,5433,370
77396,,,,,,,,,KSST Jihomoravský,,,,KSST Jihomoravský,,,,,,,,,,,4,,,,4,,,,,,,,,,,4,,,,6,,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77397,,,,,,,,,KSST Jihomoravský,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77398,,,,,,,,,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,,,,,,,,,1089,700,999,1011,989,940,924,,,,,,,,,14926,7435,14003,13378,13546,12581,12546,,,,,,,,,1089,700,999,1011,989,940,924,,,,,,,,,,,,,,,,,,,,,,,,,567,5944,567,109,1269,109,165,2214,165,542,7808,542,95,1455,95,466,6324,466
77399,,,,,,,,,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,,,,,,,,,1057,681,889,918,835,770,681,,,,,,,,,14555,7251,12385,12099,11399,10244,9085,,,,,,,,,1057,681,889,918,835,770,681,,,,,,,,,,,,,,,,,,,,,,,,,286,2876,286,21,354,21,385,5408,385,141,2450,141,122,1857,122,140,1790,140
77401,,,,,,,,,KSST Kralovéhradecký,,KSST Kralovéhradecký,KSST Kralovéhradecký,,,,,,,,,,,,1277,,1116,1159,,,,,,,,,,,,16792,,15519,15358,,,,,,,,,,,,1277,,1116,1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77402,,,,,,,,,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,,,,,,,,,1038,689,983,1018,1003,1011,1010,,,,,,,,,14356,7316,13828,13529,13705,13814,13915,,,,,,,,,1038,689,983,1018,1003,1011,1010,,,,,,,,,,,,,,,,,,,,,,,,,675,7008,675,200,2127,200,354,5070,354,519,7533,519,696,9697,696,526,7128,526
77403,,,,,,,,,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,,,,,,,,,1055,672,875,907,757,705,726,,,,,,,,,14539,7177,12226,11946,10222,9331,9677,,,,,,,,,1055,672,875,907,757,705,726,,,,,,,,,,,,,,,,,,,,,,,,,59,701,59,28,437,28,390,5535,390,54,721,54,198,2800,198,693,9521,693
77404,,,,,,,,,KSST Pardubický,,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,,,,,,,,,,681,,648,623,626,622,,,,,,,,,,12842,,12524,12221,12108,11662,,,,,,,,,,681,,648,623,626,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,5297,257,267,5648,267,235,4416,235,,,
77405,,,,,,,,,KSST Pardubický,KSST Pardubický,,,,,,,,,,,,,,728,349,,,,,,,,,,,,,,13960,7137,,,,,,,,,,,,,,728,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,5833,274,,,,,,,,,,,,,,,
77406,,,,,,,,,KSST Pardubický,,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,KSST Pardubický,,,,,,,,,743,,690,677,692,681,693,,,,,,,,,14247,,13768,13660,13806,12807,13283,,,,,,,,,743,,690,677,692,681,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,7555,373,364,7380,364,52,1247,52,569,11060,569
77407,,,,,,,,,KSST Pardubický,,,,,,,,,,,,,,,721,,,,,,,,,,,,,,,13768,,,,,,,,,,,,,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77410,,,,,,,,,,,KSST Jihočeský,,KSST Jihočeský,,,,,,,,,,,,,60,,69,,,,,,,,,,,,,84,,199,,,,,,,,,,,,,5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77411,,,,,,,,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,,,,,,,2599,1283,1965,1839,1659,1620,1586,,,,,,,,,16067,7224,12901,12204,11235,11118,10967,,,,,,,,,2599,1283,1965,1839,1659,1620,1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,711,113,443,2868,443,247,1646,247,1040,6987,1040,905,5813,905
77412,,,,,,,,,KSST Jihomoravský,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,15829,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77413,,,,,,,,,Moravskoslezský SST,,,,,,,,,,,,,,,1277,,,,,,,,,,,,,,,14653,,,,,,,,,,,,,,,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77415,,,,,,,,,Pražský SST,,,Pražský SST,Pražský SST,Pražský SST,Pražský SST,,,,,,,,,890,,,750,621,667,686,,,,,,,,,14339,,,10940,7929,8652,8925,,,,,,,,,890,,,750,621,667,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,273,24,741,11702,741,593,8846,593
77418,,,,,,,,,Středočeský SST,,,,,,,,,,,,,,,2372,,,,,,,,,,,,,,,571,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77419,,,,,,,,,KSST Ústecký,,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,,,,,,,,,941,,854,843,868,904,927,,,,,,,,,14954,,13757,13631,13546,13626,13746,,,,,,,,,941,,854,843,868,904,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,7402,466,292,4626,292,625,9333,625,473,7277,473
77420,,,,,,,,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,,,,,,,,2469,1357,2284,2278,2253,2221,,,,,,,,,,668,517,843,1251,1261,1618,,,,,,,,,,88,72,116,187,185,238,,,,,,,,,,,,,,,,,,,,,,,,,,211,230,33,392,306,44,1034,830,117,615,763,113,1143,1154,173,,,
77421,,,,,,,,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,,,,,,,,130,76,127,151,144,165,,,,,,,,,,242,128,300,319,400,424,,,,,,,,,,32,17,45,49,51,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77426,,,,,,,,,,,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,,,,,,,,,,,,,984,851,868,,,,,,,,,,,,,298,228,504,,,,,,,,,,,,,12,11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,181,5,648,620,29,,,,,,
77427,,,,,,,,,KSST Jihočeský,,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,KSST Jihočeský,,,,,,,,,1063,,930,812,430,98,47,,,,,,,,,49,,77,54,99,25,56,,,,,,,,,4,,5,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,47,2,3,57,3,3,27,1,27,281,15
77429,,,,,,,,,,,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,,2166,1620,967,506,,,,,,,,,,,,328,88,120,53,,,,,,,,,,,,71,10,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,31,6,23,91,20
77430,,,,,,,,,,,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,,2225,1581,975,471,,,,,,,,,,,,480,76,121,50,,,,,,,,,,,,106,9,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,41,8,17,76,16
77431,,,,,,,,,KSST Plzeňský,,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,,,,,,,,912,,897,785,762,775,756,,,,,,,,,16792,,15967,13108,13250,13064,12417,,,,,,,,,912,,897,785,762,775,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,7956,475,338,5896,338,148,2382,148
77432,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,2122,,1961,1982,1971,1960,1901,,,,,,,,,2486,,15075,15044,15331,15388,15424,,,,,,,,,355,,1961,1982,1971,1960,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77433,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,2142,,2047,,2072,2042,,,,,,,,,,16344,,15449,,15711,15713,,,,,,,,,,2142,,2047,,2072,2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77434,,,,,,,,,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,,,,,,,,,,,,,1317,803,1251,,,,,,,,,,,,,1062,492,1291,,,,,,,,,,,,,148,95,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,404,73,423,543,99,,,,,,,,,,,,
77435,,,,,,,,,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,,,,,,,,,,1238,758,1047,1013,1010,1013,,,,,,,,,,777,392,731,638,963,1007,,,,,,,,,,109,69,105,95,134,132,,,,,,,,,,,,,,,,,,,,,,,,,,351,366,67,66,253,50,212,622,85,787,1230,153,812,1271,150,,,
77436,,,,,,,,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,,,,,,,,2106,1218,1679,1406,1363,1241,1052,,,,,,,,,13711,6959,11394,9787,9581,9029,7889,,,,,,,,,2106,1218,1679,1406,1363,1241,1052,,,,,,,,,,,,,,,,,,,,,,,,,528,2876,528,66,416,66,174,1122,174,905,5777,905,669,4416,669,296,1829,296
77437,,,,,,,,,KSST Ústecký,,,,,,,,,,,,,,,470,,,,,,,,,,,,,,,7840,,,,,,,,,,,,,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77439,,,,,,,,,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,,,,,,,,,850,456,741,715,714,656,629,,,,,,,,,13258,6580,11839,11452,11050,9999,9619,,,,,,,,,850,456,741,715,714,656,629,,,,,,,,,,,,,,,,,,,,,,,,,15,282,15,184,2736,184,325,4769,325,253,4140,253,143,2196,143,307,4727,307
77450,,,,,,,,,,,,Moravskoslezský SST,,,,,,,,,,,,,,,1336,,,,,,,,,,,,,,,1136,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77451,,,,,,,,,,,,Moravskoslezský SST,,,,,,,,,,,,,,,1336,,,,,,,,,,,,,,,480,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77452,,,,,,,,,KSST Jihočeský,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,429,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77453,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,1793,,1401,1319,1249,1008,1018,,,,,,,,,14419,,11191,10502,10042,8107,8215,,,,,,,,,1793,,1401,1319,1249,1008,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,3815,500,525,4038,525,92,846,92,958,7923,958
77454,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,,,,,,,,,,,,,2209,,2170,,,,,,,,,,,,,558,,859,,,,,,,,,,,,,103,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77455,,,,,,,,,KSST Jihomoravský,,,,,,,,,,,,,,,2192,,,,,,,,,,,,,,,1827,,,,,,,,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77456,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,,2195,,2141,2127,,,,,,,,,,,,1204,,1384,1367,,,,,,,,,,,,193,,215,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77457,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,,2229,,2155,2120,,,,,,,,,,,,603,,829,1351,,,,,,,,,,,,120,,149,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77458,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,,,,,,,,,,,,,2128,,2096,,,,,,,,,,,,,1648,,1791,,,,,,,,,,,,,241,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77459,,,,,,,,,KSST Jihočeský,,,,,,,,,,,,,,,1104,,,,,,,,,,,,,,,15741,,,,,,,,,,,,,,,1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77460,,,,,,,,,KSST Vysočina,,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,KSST Vysočina,,,,,,,,,913,,773,713,628,730,658,,,,,,,,,12305,,10901,10342,9355,10222,9197,,,,,,,,,913,,773,713,628,730,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,4465,348,181,2150,181,963,12196,963,196,2103,196
77463,,,,,,,,,,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,,,,,,,,,,607,435,189,170,241,144,,,,,,,,,,99,49,64,61,156,118,,,,,,,,,,17,5,7,10,23,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,27,4,27,146,22,303,502,53,1085,1070,127,67,423,45
77466,,,,,,,,,,,KSST Olomoucký,KSST Olomoucký,,,,,,,,,,,,,,994,989,,,,,,,,,,,,,,1034,1712,,,,,,,,,,,,,,29,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77468,,,,,,,,,KSST Olomoucký,,KSST Olomoucký,KSST Olomoucký,KSST Olomoucký,KSST Olomoucký,KSST Olomoucký,,,,,,,,,19,,14,18,3,6,5,,,,,,,,,42,,53,96,41,35,43,,,,,,,,,2,,3,5,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,204,11,1,5,1,10,112,10,27,228,17
77471,,,,,,,,,Středočeský SST,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,197,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77472,,,,,,,,,Moravskoslezský SST,Moravskoslezský SST,,,,,,,,,,,,,,1337,816,,,,,,,,,,,,,,659,528,,,,,,,,,,,,,,95,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,334,62,,,,,,,,,,,,,,,
77473,,,,,,,,,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,KSST Kralovéhradecký,,,,,,,,,,493,366,444,302,361,351,,,,,,,,,,6546,3921,5962,3940,4847,4763,,,,,,,,,,493,366,444,302,361,351,,,,,,,,,,,,,,,,,,,,,,,,,,196,1904,196,329,3392,329,59,640,59,892,12221,892,449,6309,449,,,
77478,,,,,,,,,,,,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,,,,,,,,,,,,916,901,913,941,,,,,,,,,,,,1077,416,783,850,,,,,,,,,,,,40,23,48,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,570,31,493,679,39
77479,,,,,,,,,KSST Ústecký,,,,KSST Ústecký,KSST Ústecký,KSST Ústecký,,,,,,,,,902,,,,862,887,910,,,,,,,,,14184,,,,13443,13346,13505,,,,,,,,,902,,,,862,887,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,6987,485,524,8052,524
77480,,,,,,,,,KSST Ústecký,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77482,,,,,,,,,KSST Jihomoravský,,,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,2023,,,1822,1811,,,,,,,,,,,15867,,,14265,14513,,,,,,,,,,,2023,,,1822,1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128,8940,1128,,,,,,
77483,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,2253,,2215,2001,1999,,,,,,,,,,,16792,,15952,15157,15436,,,,,,,,,,,2253,,2215,2001,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77484,,,,,,,,,,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,,,,1133,2050,,,,,,,,,,,,,,7895,15453,,,,,,,,,,,,,,1133,2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77485,,,,,,,,,KSST Jihomoravský,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,2043,1062,,2042,2035,,,,,,,,,,,15957,7714,,15284,15573,,,,,,,,,,,2043,1062,,2042,2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77486,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,192,,141,130,130,119,115,,,,,,,,,50,,21,65,66,143,113,,,,,,,,,14,,5,9,6,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,59,9
77487,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,1732,,1636,1653,1670,,,,,,,,,,,13870,,13095,13236,13535,,,,,,,,,,,1732,,1636,1653,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244,9879,1244,1189,9454,1189,,,,,,
77488,,,,,,,,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,,2222,,2192,2158,,,,,,,,,,,,156,,348,323,,,,,,,,,,,,39,,87,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77489,,,,,,,,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,,2062,1067,2007,1915,,,,,,,,,,,,16050,7723,15258,14774,,,,,,,,,,,,2062,1067,2007,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77490,,,,,,,,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,166,92,144,146,144,153,141,,,,,,,,,1153,588,1049,1042,1079,1136,1178,,,,,,,,,166,92,144,146,144,153,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77491,,,,,,,,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,2011,1055,1882,1858,1814,1748,1785,,,,,,,,,15795,7675,14626,14476,14528,14255,14727,,,,,,,,,2011,1055,1882,1858,1814,1748,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,5767,751,667,5297,667,524,4147,524,1419,11609,1419
77493,,,,,,,,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,,,174,94,129,,,,,,,,,,,,,123,110,155,,,,,,,,,,,,,17,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
