ID,2012 pořadí kategorie,2013 pořadí kategorie,2014 pořadí kategorie,2015 pořadí kategorie,2016 pořadí kategorie,2017 pořadí kategorie,2018 pořadí kategorie,2019 pořadí kategorie,2020 pořadí kategorie,2021 pořadí kategorie,2022 pořadí kategorie,2023 pořadí kategorie,2024 pořadí kategorie,2025 pořadí kategorie,2026 pořadí kategorie,2013 Pořadí skokani kategorie,2014 Pořadí skokani kategorie,2015 Pořadí skokani kategorie,2016 Pořadí skokani kategorie,2017 Pořadí skokani kategorie,2018 Pořadí skokani kategorie,2019 Pořadí skokani kategorie,2020 Pořadí skokani kategorie,2021 Pořadí skokani kategorie,2022 Pořadí skokani kategorie,2023 Pořadí skokani kategorie,2024 Pořadí skokani kategorie,2025 Pořadí skokani kategorie,2026 Pořadí skokani kategorie
78173,,,,,,,,,180,,236,236,,,,,,,,,,,,,,,,,
78174,,,,,,,,,,,11,16,29,27,36,,,,,,,,,,,26,17,58,70
78180,,,,,,,,,,,653,1221,,,,,,,,,,,,,,,,,
78194,,,,,,,,,1399,718,1398,1366,,,,,,,,,,,,630,444,1012,,,
78197,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,
78198,,,,,,,,,,163,32,100,38,58,24,,,,,,,,,,,202,45,247,151
78201,,,,,,,,,,,,,,572,,,,,,,,,,,,,,,
78202,,,,,,,,,,,273,480,,,,,,,,,,,,,,416,,,
78206,,,,,,,,,1343,,,,,,,,,,,,,,,,,,,,
78207,,,,,,,,,184,,,,,,,,,,,,,,,,,,,,
78212,,,,,,,,,183,,60,278,,,,,,,,,,,,,,,,,
78213,,,,,,,,,,,25,24,30,28,46,,,,,,,,,,,22,11,57,109
78214,,,,,,,,,,,553,,,,,,,,,,,,,,,,,,
78215,,,,,,,,,,,1023,998,1392,1265,1649,,,,,,,,,,,,699,585,1094
78216,,,,,,,,,,,532,934,997,1467,,,,,,,,,,,,,594,924,
78217,,,,,,,,,1633,,1138,1428,1212,,,,,,,,,,,,,878,495,,
78218,,,,,,,,,,,589,1056,1123,1624,,,,,,,,,,,,,,,
78219,,,,,,,,,,,783,1301,1390,,,,,,,,,,,,,941,934,,
78221,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,
78223,,,,,,,,,,,514,,,,,,,,,,,,,,,,,,
78224,,,,,,,,,,,1461,1259,,,,,,,,,,,,,,533,,,
78226,,,,,,,,,,,921,876,1518,1495,2038,,,,,,,,,,,,,,
78227,,,,,,,,,,,1614,612,,,,,,,,,,,,,,,,,
78229,,,,,,,,,504,,762,,,,,,,,,,,,,,,,,,
78230,,,,,,,,,1309,478,632,448,596,540,,,,,,,,,,,42,318,800,828,
78235,,,,,,,,,,,85,141,98,114,104,,,,,,,,,,,263,267,357,716
78236,,,,,,,,,,,212,551,665,,,,,,,,,,,,,605,660,,
78239,,,,,,,,,,,2149,,,,,,,,,,,,,,,,,,
78246,,,,,,,,,,,123,135,296,,,,,,,,,,,,,270,558,,
78247,,,,,,,,,,,,,140,65,133,,,,,,,,,,,,,82,457
78251,,,,,,,,,201,,419,237,702,532,1185,,,,,,,,,,,,,,743
78254,,,,,,,,,151,,321,,,,,,,,,,,,,,,,,,
78255,,,,,,,,,549,,850,,,,,,,,,,,,,,,,,,
78258,,,,,,,,,,,987,1048,,,,,,,,,,,,,,,,,
78259,,,,,,,,,491,,,,,,,,,,,,,,,,,,,,
78260,,,,,,,,,988,,1084,1420,,,,,,,,,,,,,,,,,
78261,,,,,,,,,,,949,,,,,,,,,,,,,,,,,,
78263,,,,,,,,,,,,28,9,47,29,,,,,,,,,,,,27,189,202
78266,,,,,,,,,201,,20,69,7,14,4,,,,,,,,,,,12,2,50,242
78269,,,,,,,,,,,132,142,,,,,,,,,,,,,,,,,
78273,,,,,,,,,,,91,116,122,,,,,,,,,,,,,,,,
78274,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,
78275,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,
78276,,,,,,,,,2004,558,,1420,,,,,,,,,,,,,,,,,
78278,,,,,,,,,2063,,,,,,,,,,,,,,,,,,,,
78279,,,,,,,,,2042,,,,,,,,,,,,,,,,,,,,
78283,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,
78286,,,,,,,,,,,,495,799,,,,,,,,,,,,,,834,,
78289,,,,,,,,,,438,501,,,,,,,,,,,,,,,,,,
78292,,,,,,,,,,,93,131,137,,,,,,,,,,,,,42,277,,
78300,,,,,,,,,696,,544,,,,,,,,,,,,,,,,,,
78301,,,,,,,,,767,,925,,,,,,,,,,,,,,,,,,
78302,,,,,,,,,195,,216,,,,,,,,,,,,,,,,,,
78305,,,,,,,,,834,,,,,,,,,,,,,,,,,,,,
78309,,,,,,,,,485,109,547,565,916,887,,,,,,,,,,,,,,550,
78315,,,,,,,,,,,351,302,444,392,,,,,,,,,,,,417,583,633,
78324,,,,,,,,,,,1034,579,,,,,,,,,,,,,,,,,
78325,,,,,,,,,,,667,,,,,,,,,,,,,,,,,,
78327,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,
78341,,,,,,,,,191,,214,,,,,,,,,,,,,,,,,,
78344,,,,,,,,,299,149,216,,,,,,,,,,,,,,156,,,,
78348,,,,,,,,,,,36,50,15,12,22,,,,,,,,,,,,,23,21
78350,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,
78351,,,,,,,,,1416,,1638,,,,,,,,,,,,,,,,,,
78352,,,,,,,,,,,36,58,55,163,20,,,,,,,,,,,,,,
78354,,,,,,,,,,,426,,,,435,,,,,,,,,,,,,,
78358,,,,,,,,,,,1625,1693,2196,1788,,,,,,,,,,,,,,,
78361,,,,,,,,,2063,,,,,,,,,,,,,,,,,,,,
78376,,,,,,,,,,,153,90,168,102,200,,,,,,,,,,,35,55,132,515
78386,,,,,,,,,199,,407,382,1049,1002,1705,,,,,,,,,,,,,,
78387,,,,,,,,,492,397,290,421,360,400,473,,,,,,,,,70,47,546,562,433,1436
78388,,,,,,,,,502,234,819,608,602,452,392,,,,,,,,,242,356,227,138,349,131
78389,,,,,,,,,1416,651,464,644,523,766,863,,,,,,,,,,,521,423,1241,1394
78391,,,,,,,,,169,,370,,,,,,,,,,,,,,,,,,
78393,,,,,,,,,,,188,433,387,279,145,,,,,,,,,,,,219,23,102
78400,,,,,,,,,,,,,133,286,140,,,,,,,,,,,,,,
78401,,,,,,,,,,,,191,147,,,,,,,,,,,,,,,,
78407,,,,,,,,,,,577,984,975,1401,,,,,,,,,,,,,502,829,
78408,,,,,,,,,1420,,,,,,,,,,,,,,,,,,,,
78410,,,,,,,,,594,,888,805,1187,997,1115,,,,,,,,,,,,,,319
78411,,,,,,,,,580,369,147,127,135,104,133,,,,,,,,,,,31,549,147,1055
78412,,,,,,,,,1283,,,,,,,,,,,,,,,,,,,,
78413,,,,,,,,,,,,,650,382,500,,,,,,,,,,,,,,174
78415,,,,,,,,,,,286,482,490,,,,,,,,,,,,,384,574,,
78422,,,,,,,,,,,34,46,58,33,65,,,,,,,,,,,,,,51
78424,,,,,,,,,,,12,53,24,60,38,,,,,,,,,,,26,22,118,218
78444,,,,,,,,,,,,,,,723,,,,,,,,,,,,,,
78448,,,,,,,,,,,,,,153,,,,,,,,,,,,,,,
78449,,,,,,,,,,,,,1303,1354,1817,,,,,,,,,,,,,958,1303
78450,,,,,,,,,,,,794,627,968,1073,,,,,,,,,,,,286,903,1063
78458,,,,,,,,,,,38,16,48,,122,,,,,,,,,,,23,135,,
78466,,,,,,,,,,,,566,,,,,,,,,,,,,,,,,
78467,,,,,,,,,861,653,595,,,,,,,,,,,,,139,103,,,,
78471,,,,,,,,,51,,,102,93,251,,,,,,,,,,,,,,,
78473,,,,,,,,,,211,608,,,,,,,,,,,,,,287,,,,
78476,,,,,,,,,,,715,,,,,,,,,,,,,,,,,,
78477,,,,,,,,,,417,1340,841,695,787,1243,,,,,,,,,,,,53,1044,1452
78478,,,,,,,,,,,943,1463,,,,,,,,,,,,,,,,,
78479,,,,,,,,,,434,,,,,,,,,,,,,,,,,,,
78482,,,,,,,,,,,,,820,,,,,,,,,,,,,,,,
78486,,,,,,,,,,,,453,349,456,424,,,,,,,,,,,,296,449,764
78487,,,,,,,,,,,170,151,437,,,,,,,,,,,,,50,216,,
78488,,,,,,,,,948,422,935,,,,,,,,,,,,,143,376,,,,
78489,,,,,,,,,,,588,,,,,,,,,,,,,,,,,,
78497,,,,,,,,,,,,19,,14,23,,,,,,,,,,,,,,17
78503,,,,,,,,,,,389,124,276,201,401,,,,,,,,,,,,150,189,532
78505,,,,,,,,,551,,882,1429,1522,2034,,,,,,,,,,,,,,,
78506,,,,,,,,,159,,352,320,720,586,654,,,,,,,,,,,,,,98
78507,,,,,,,,,201,,75,317,260,755,,,,,,,,,,,,,,,
78508,,,,,,,,,,,90,450,,,,,,,,,,,,,,,,,
78509,,,,,,,,,578,,915,946,,,,,,,,,,,,,,,,,
78510,,,,,,,,,1242,,1351,1332,,1971,2453,,,,,,,,,,,,,,
78512,,,,,,,,,696,393,,,,,,,,,,,,,,,,,,,
78518,,,,,,,,,,,,163,477,374,553,,,,,,,,,,,,225,217,266
78519,,,,,,,,,,325,,,975,1445,1559,,,,,,,,,,,,,924,1051
78521,,,,,,,,,,,,269,152,308,,,,,,,,,,,,,67,515,
78524,,,,,,,,,696,,,,,,,,,,,,,,,,,,,,
78526,,,,,,,,,1416,,,,,,,,,,,,,,,,,,,,
78530,,,,,,,,,,,,,21,4,8,,,,,,,,,,,,,2,18
78535,,,,,,,,,857,323,935,,1353,1372,1611,,,,,,,,,,,,,886,704
78537,,,,,,,,,2002,,1305,1270,1704,1620,,,,,,,,,,,,827,1143,884,
78556,,,,,,,,,,,1303,,,,,,,,,,,,,,,,,,
78558,,,,,,,,,854,,,,,,,,,,,,,,,,,,,,
78559,,,,,,,,,,,978,640,,,,,,,,,,,,,,,,,
78560,,,,,,,,,114,,,283,351,,990,,,,,,,,,,,,,,
78561,,,,,,,,,506,,786,767,,,,,,,,,,,,,,,,,
78562,,,,,,,,,,,98,129,505,76,200,,,,,,,,,,,,,,187
78567,,,,,,,,,,,,,179,292,172,,,,,,,,,,,,,,
78573,,,,,,,,,,,385,271,366,324,485,,,,,,,,,,,148,145,445,722
78583,,,,,,,,,,438,492,,,,,,,,,,,,,,,,,,
78585,,,,,,,,,412,,679,724,,,,,,,,,,,,,,,,,
78587,,,,,,,,,210,213,,,,,,,,,,,,,,69,,,,,
78588,,,,,,,,,,,619,,,,,,,,,,,,,,,,,,
78589,,,,,,,,,982,,1060,,,,,,,,,,,,,,,,,,
78593,,,,,,,,,86,83,98,,,,,,,,,,,,,44,129,,,,
78594,,,,,,,,,614,,,,,,,,,,,,,,,,,,,,
78595,,,,,,,,,201,,,,,,,,,,,,,,,,,,,,
78596,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,
78599,,,,,,,,,,,,,,784,,,,,,,,,,,,,,,
78600,,,,,,,,,,,,1092,763,,,,,,,,,,,,,,,,
78601,,,,,,,,,551,,832,816,1281,,,,,,,,,,,,,,,,
78606,,,,,,,,,,,,,63,219,161,,,,,,,,,,,,,226,210
78607,,,,,,,,,,,,,65,41,57,,,,,,,,,,,,,25,59
78609,,,,,,,,,,,88,66,82,33,58,,,,,,,,,,,,,3,127
78612,,,,,,,,,,,233,,364,,,,,,,,,,,,,,,,
78617,,,,,,,,,,,,,,1539,1781,,,,,,,,,,,,,,669
78622,,,,,,,,,1416,327,781,517,,,,,,,,,,,,,,148,,,
78624,,,,,,,,,,,20,15,34,,,,,,,,,,,,,55,127,,
78626,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,
78627,,,,,,,,,665,,859,653,956,902,1330,,,,,,,,,,,,,492,936
78628,,,,,,,,,,,409,,,,1602,,,,,,,,,,,,,,
78630,,,,,,,,,,,368,,,,,,,,,,,,,,,,,,
78631,,,,,,,,,,,965,,,,,,,,,,,,,,,,,,
78636,,,,,,,,,684,306,,,,,,,,,,,,,,,,,,,
78637,,,,,,,,,,275,280,212,383,350,553,,,,,,,,,,7,337,847,743,1366
78638,,,,,,,,,,213,173,170,167,,132,,,,,,,,,,111,162,814,,
78639,,,,,,,,,45,,76,134,98,93,62,,,,,,,,,,,,27,23,31
78647,,,,,,,,,448,205,,,,,,,,,,,,,,221,,,,,
78653,,,,,,,,,637,,,,,,,,,,,,,,,,,,,,
78654,,,,,,,,,841,,1029,1037,1592,1846,,,,,,,,,,,,,,,
78655,,,,,,,,,1416,,,2187,,,,,,,,,,,,,,,,,
78658,,,,,,,,,,,,,443,,,,,,,,,,,,,,,,
78661,,,,,,,,,,,,480,,756,,,,,,,,,,,,,,,
78664,,,,,,,,,743,580,705,334,186,178,153,,,,,,,,,,,3,123,433,737
78669,,,,,,,,,2063,,,,,,,,,,,,,,,,,,,,
78670,,,,,,,,,,,,758,760,1067,,,,,,,,,,,,,826,1241,
78675,,,,,,,,,895,641,671,916,758,,,,,,,,,,,198,134,1006,535,,
78679,,,,,,,,,451,,697,1234,1318,,,,,,,,,,,,,,,,
78683,,,,,,,,,,,1014,764,730,573,771,,,,,,,,,,,,107,412,944
78686,,,,,,,,,,,781,818,1439,1476,1873,,,,,,,,,,,,,,
78687,,,,,,,,,598,,674,1203,1182,1669,1795,,,,,,,,,,,,,,
78690,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,
78694,,,,,,,,,601,,,,,,,,,,,,,,,,,,,,
78695,,,,,,,,,497,,800,,,,,,,,,,,,,,,,,,
78696,,,,,,,,,466,,258,407,290,363,448,,,,,,,,,,,300,222,361,1123
78702,,,,,,,,,,,962,,,,,,,,,,,,,,,,,,
78706,,,,,,,,,,,426,,,,,,,,,,,,,,,,,,
78716,,,,,,,,,167,,299,249,728,783,,,,,,,,,,,,,,,
78720,,,,,,,,,,100,440,482,989,,,,,,,,,,,,,273,641,,
78725,,,,,,,,,,,95,123,39,58,44,,,,,,,,,,,29,21,232,493
78728,,,,,,,,,1416,,774,681,412,645,,,,,,,,,,,,77,101,1328,
78729,,,,,,,,,,,1625,1003,1437,1336,1639,,,,,,,,,,,,,612,843
78730,,,,,,,,,,,263,253,285,372,415,,,,,,,,,,,,,,
78735,,,,,,,,,,,36,,,294,,,,,,,,,,,,,,,
78737,,,,,,,,,461,,634,587,712,597,734,,,,,,,,,,,464,312,515,723
78738,,,,,,,,,591,,861,,,962,763,,,,,,,,,,,,,,363
78739,,,,,,,,,,,1034,1136,678,733,973,,,,,,,,,,,,,677,660
78740,,,,,,,,,,,80,67,56,,,,,,,,,,,,,,69,,
78741,,,,,,,,,,,1034,628,,,,,,,,,,,,,,,,,
78742,,,,,,,,,,,98,205,,,,,,,,,,,,,,,,,
78743,,,,,,,,,,,98,143,80,212,223,,,,,,,,,,,,31,177,326
78746,,,,,,,,,,,973,1256,1386,,,,,,,,,,,,,970,1298,,
78751,,,,,,,,,2063,,1678,,,,,,,,,,,,,,,,,,
78752,,,,,,,,,2287,,,,,,,,,,,,,,,,,,,,
78756,,,,,,,,,457,151,247,235,276,,,,,,,,,,,,,142,138,,
78758,,,,,,,,,696,,316,235,484,352,520,,,,,,,,,,,181,539,251,733
78759,,,,,,,,,,,1034,635,531,591,549,,,,,,,,,,,,396,237,744
78771,,,,,,,,,130,,302,321,,,,,,,,,,,,,,,,,
78772,,,,,,,,,490,143,,,,,,,,,,,,,,,,,,,
78775,,,,,,,,,1705,,,,,,,,,,,,,,,,,,,,
78778,,,,,,,,,896,594,,,,,,,,,,,,,,,,,,,
78779,,,,,,,,,,158,487,488,799,694,,,,,,,,,,,,235,368,450,
78780,,,,,,,,,187,,290,,,,,,,,,,,,,,,,,,
78781,,,,,,,,,,,,46,164,99,161,,,,,,,,,,,,203,123,348
78782,,,,,,,,,1313,,1147,1128,1699,1805,2093,,,,,,,,,,,,,,
78794,,,,,,,,,1416,,1561,,,,,,,,,,,,,,,,,,
78795,,,,,,,,,140,148,309,883,938,1565,1644,,,,,,,,,,,,,,
78796,,,,,,,,,120,,280,791,844,1477,,,,,,,,,,,,,,,
78802,,,,,,,,,385,,,,,,,,,,,,,,,,,,,,
78803,,,,,,,,,1793,698,1740,,,,,,,,,,,,,,,,,,
78805,,,,,,,,,,405,569,924,738,886,670,,,,,,,,,,,,252,441,358
78809,,,,,,,,,,,71,62,122,132,213,,,,,,,,,,,57,149,142,218
78813,,,,,,,,,696,,,,,,,,,,,,,,,,,,,,
78815,,,,,,,,,,,,1108,214,322,252,,,,,,,,,,,,,289,381
78816,,,,,,,,,,,,1119,862,906,,,,,,,,,,,,,,634,
78819,,,,,,,,,,,,1136,455,,,,,,,,,,,,,,,,
78820,,,,,,,,,,,59,119,88,,,,,,,,,,,,,127,160,,
78821,,,,,,,,,,131,127,220,214,326,304,,,,,,,,,,96,352,505,643,808
78829,,,,,,,,,,,1103,673,605,675,651,,,,,,,,,,,,631,473,867
78831,,,,,,,,,,,426,614,658,,,,,,,,,,,,,,,,
78835,,,,,,,,,2553,,1210,895,,,,,,,,,,,,,,272,,,
78836,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,
78845,,,,,,,,,718,448,610,405,,,,,,,,,,,,528,173,286,,,
78846,,,,,,,,,869,479,743,746,,,,,,,,,,,,212,282,1115,,,
78849,,,,,,,,,,,379,982,,,,,,,,,,,,,,,,,
78850,,,,,,,,,,,425,989,,,,,,,,,,,,,,,,,
78858,,,,,,,,,193,,314,227,573,,,,,,,,,,,,,,,,
78859,,,,,,,,,331,,341,251,,,,,,,,,,,,,,,,,
78864,,,,,,,,,,,1258,1150,1598,,,,,,,,,,,,,686,1178,,
78872,,,,,,,,,,,227,230,686,624,1082,,,,,,,,,,,,,,
78874,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,
78875,,,,,,,,,,,588,,,,,,,,,,,,,,,,,,
78877,,,,,,,,,,,994,1274,1034,1323,,,,,,,,,,,,,271,1104,
78880,,,,,,,,,,,915,953,,,,,,,,,,,,,,919,,,
78881,,,,,,,,,,,,366,738,,,,,,,,,,,,,,561,,
78882,,,,,,,,,,428,1593,1416,1961,1944,,,,,,,,,,,,,,,
78883,,,,,,,,,,,954,,,,,,,,,,,,,,,,,,
78885,,,,,,,,,1397,,,,,,,,,,,,,,,,,,,,
78889,,,,,,,,,,163,,431,,,,,,,,,,,,,,,,,
78894,,,,,,,,,,,1034,477,,,,,,,,,,,,,,,,,
78895,,,,,,,,,,,449,,,,,,,,,,,,,,,,,,
78898,,,,,,,,,,,365,369,,,,,,,,,,,,,,245,,,
78903,,,,,,,,,,438,,,,,,,,,,,,,,,,,,,
78908,,,,,,,,,,,277,,,,,,,,,,,,,,,,,,
78909,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,
78911,,,,,,,,,,,743,799,,,,,,,,,,,,,,,,,
78915,,,,,,,,,,,,,,547,451,,,,,,,,,,,,,,205
78917,,,,,,,,,,,263,,,,,,,,,,,,,,,,,,
78919,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,
78921,,,,,,,,,616,,956,977,1670,,,,,,,,,,,,,,,,
78923,,,,,,,,,,,419,932,934,1500,,,,,,,,,,,,,,,
78925,,,,,,,,,,,23,161,,,,,,,,,,,,,,51,,,
78934,,,,,,,,,,,,2187,,1030,,,,,,,,,,,,,,,
78937,,,,,,,,,,,69,52,95,82,119,,,,,,,,,,,,31,66,75
78939,,,,,,,,,,,,1412,,,,,,,,,,,,,,,,,
78947,,,,,,,,,,,,243,215,319,,,,,,,,,,,,,,,
78948,,,,,,,,,,,,41,84,100,202,,,,,,,,,,,,,,
78949,,,,,,,,,,,,123,83,208,194,,,,,,,,,,,,,,
78956,,,,,,,,,,894,,,,,,,,,,,,,,,,,,,
78960,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,
78979,,,,,,,,,162,,361,,,,,,,,,,,,,,,,,,
78985,,,,,,,,,,77,58,,182,,,,,,,,,,,,14,,,,
78988,,,,,,,,,,,,,,312,338,,,,,,,,,,,,,,312
78989,,,,,,,,,,,,,,436,,,,,,,,,,,,,,,
78993,,,,,,,,,,,291,782,789,1421,,,,,,,,,,,,,,,
78996,,,,,,,,,,,,31,48,39,105,,,,,,,,,,,,30,40,190
79004,,,,,,,,,,,,,,452,1083,,,,,,,,,,,,,,749
79012,,,,,,,,,,,,,,315,,,,,,,,,,,,,,,
79016,,,,,,,,,,,1638,,,,,,,,,,,,,,,,,,
79019,,,,,,,,,,,,49,109,26,38,,,,,,,,,,,,47,1,95
79021,,,,,,,,,,,103,201,210,344,,,,,,,,,,,,,,,
79025,,,,,,,,,,,1339,1411,,,,,,,,,,,,,,387,,,
79027,,,,,,,,,,,,2598,,,,,,,,,,,,,,,,,
79028,,,,,,,,,,411,,,,,,,,,,,,,,,,,,,
79030,,,,,,,,,,,,,332,302,524,,,,,,,,,,,,,483,1013
79031,,,,,,,,,,,84,108,49,175,,,,,,,,,,,,22,54,701,
79035,,,,,,,,,,,110,123,87,43,73,,,,,,,,,,,265,13,207,888
79040,,,,,,,,,,426,549,,,,,,,,,,,,,,,,,,
79043,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,
79047,,,,,,,,,,,426,,662,,,,,,,,,,,,,,,,
79049,,,,,,,,,1416,,,,,,,,,,,,,,,,,,,,
79050,,,,,,,,,,,1034,,,,,,,,,,,,,,,,,,
79051,,,,,,,,,,56,115,,,,,,,,,,,,,,,,,,
79052,,,,,,,,,,,378,,,,,,,,,,,,,,,,,,
79056,,,,,,,,,,,24,14,22,12,31,,,,,,,,,,,43,21,215,636
79063,,,,,,,,,,,201,244,182,249,,,,,,,,,,,,112,255,471,
79068,,,,,,,,,,,1654,2008,,,,,,,,,,,,,,,,,
79072,,,,,,,,,,,109,225,97,202,183,,,,,,,,,,,114,40,404,568
79073,,,,,,,,,,269,645,,,,,,,,,,,,,,175,,,,
79074,,,,,,,,,,157,172,343,222,381,175,,,,,,,,,,,121,98,409,50
79077,,,,,,,,,,,106,231,180,301,,,,,,,,,,,,146,169,348,
79084,,,,,,,,,,430,861,,,,,,,,,,,,,,,,,,
79086,,,,,,,,,,98,157,231,,,,,,,,,,,,,,,,,
79087,,,,,,,,,,,65,116,51,46,27,,,,,,,,,,,86,51,86,369
79112,,,,,,,,,,,2179,,,,,,,,,,,,,,,,,,
79133,,,,,,,,,,,,460,352,435,444,,,,,,,,,,,,296,368,948
79134,,,,,,,,,,,581,860,655,,,,,,,,,,,,,719,282,,
79137,,,,,,,,,,751,1158,1152,,,,,,,,,,,,,,850,,,
79140,,,,,,,,,,,679,263,498,635,972,,,,,,,,,,,13,999,1071,1413
79143,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,
79145,,,,,,,,,,,2044,,,,,,,,,,,,,,,,,,
79160,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,
79168,,,,,,,,,,,,430,425,,,,,,,,,,,,,,,,
79170,,,,,,,,,,,,,1053,,,,,,,,,,,,,,,,
79172,,,,,,,,,,,,138,262,,,,,,,,,,,,,,,,
79173,,,,,,,,,,,,1136,,,,,,,,,,,,,,,,,
79174,,,,,,,,,,,961,,,,,,,,,,,,,,,,,,
79181,,,,,,,,,,,486,,,,,,,,,,,,,,,,,,
79187,,,,,,,,,,,,1189,881,918,632,,,,,,,,,,,,211,372,188
79193,,,,,,,,,,,548,278,374,311,467,,,,,,,,,,,66,382,590,1125
79203,,,,,,,,,,,,,115,363,442,,,,,,,,,,,,,,
79204,,,,,,,,,,144,507,,,,,,,,,,,,,,359,,,,
79205,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,
79221,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,
79222,,,,,,,,,,,199,158,212,239,315,,,,,,,,,,,64,142,192,261
79224,,,,,,,,,,,102,192,194,272,301,,,,,,,,,,,135,93,203,196
79240,,,,,,,,,,,,,,1339,1163,,,,,,,,,,,,,,
79251,,,,,,,,,,,1034,282,,,1023,,,,,,,,,,,,,,
79257,,,,,,,,,,,,,78,212,,,,,,,,,,,,,,,
79262,,,,,,,,,,1173,,,,,,,,,,,,,,,,,,,
79266,,,,,,,,,,,188,181,243,206,339,,,,,,,,,,,256,127,394,971
79271,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,
79272,,,,,,,,,,,,,478,795,620,,,,,,,,,,,,,,
79274,,,,,,,,,,,85,200,,,,,,,,,,,,,,,,,
79276,,,,,,,,,,,,3,12,6,37,,,,,,,,,,,,17,51,277
79280,,,,,,,,,,,1138,,,,,,,,,,,,,,,,,,
79281,,,,,,,,,,,558,,,,,,,,,,,,,,,,,,
79283,,,,,,,,,,,1034,,,,,,,,,,,,,,,,,,
79292,,,,,,,,,,,955,1342,590,802,1144,,,,,,,,,,,,,583,1130
79293,,,,,,,,,,,953,957,,,,,,,,,,,,,,,,,
79294,,,,,,,,,,,1032,947,,,,,,,,,,,,,,,,,
79296,,,,,,,,,,,60,44,59,31,41,,,,,,,,,,,,29,7,67
79297,,,,,,,,,,,,,69,154,,,,,,,,,,,,,,167,
79299,,,,,,,,,,156,643,429,742,,,,,,,,,,,,,,426,,
79300,,,,,,,,,,438,,,,,,,,,,,,,,,,,,,
79312,,,,,,,,,,,,,2692,,,,,,,,,,,,,,,,
79315,,,,,,,,,,,806,,,,,,,,,,,,,,,,,,
79319,,,,,,,,,,,,72,19,75,45,,,,,,,,,,,,14,176,210
79338,,,,,,,,,,600,993,,,,,,,,,,,,,,829,,,,
79342,,,,,,,,,,,1608,,,,,,,,,,,,,,,,,,
79346,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,
79348,,,,,,,,,,,869,551,962,713,744,,,,,,,,,,,,,255,241
79350,,,,,,,,,,,,39,6,11,28,,,,,,,,,,,,,7,23
79351,,,,,,,,,,,,532,,,,,,,,,,,,,,,,,
79353,,,,,,,,,,897,1788,1822,,,,,,,,,,,,,,1216,,,
79364,,,,,,,,,,,1067,1056,1130,,,,,,,,,,,,,,913,,
79374,,,,,,,,,,,805,1198,1329,,,,,,,,,,,,,808,981,,
79375,,,,,,,,,,,411,423,397,661,482,,,,,,,,,,,,236,440,281
79376,,,,,,,,,,,2179,,,,,,,,,,,,,,,,,,
79383,,,,,,,,,,514,547,901,934,,,,,,,,,,,,107,896,857,,
79385,,,,,,,,,,,132,60,170,,,,,,,,,,,,,,,,
79386,,,,,,,,,,,,175,125,358,372,,,,,,,,,,,,,237,301
79395,,,,,,,,,,,,887,719,997,,,,,,,,,,,,,270,743,
79396,,,,,,,,,,,1638,2187,2260,,,,,,,,,,,,,,,,
79400,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,
79401,,,,,,,,,,,326,914,,,,,,,,,,,,,,,,,
79402,,,,,,,,,,,914,,,,,,,,,,,,,,,,,,
79403,,,,,,,,,,,315,251,738,693,1240,,,,,,,,,,,,,,
79404,,,,,,,,,,,917,,,,,,,,,,,,,,,,,,
79405,,,,,,,,,,,1622,,,,,,,,,,,,,,,,,,
79406,,,,,,,,,,,1034,307,549,589,992,,,,,,,,,,,,453,648,1068
79407,,,,,,,,,,,1638,,,,,,,,,,,,,,,,,,
79421,,,,,,,,,,736,969,1461,,,,,,,,,,,,,,,,,
79428,,,,,,,,,,,1638,2187,,,,,,,,,,,,,,,,,
79429,,,,,,,,,,,702,660,,,,,,,,,,,,,,442,,,
79430,,,,,,,,,,,1638,1712,,,,,,,,,,,,,,,,,
79431,,,,,,,,,,,1034,1712,,,,,,,,,,,,,,,,,
79432,,,,,,,,,,,511,847,792,1106,1076,,,,,,,,,,,877,658,1231,944
79436,,,,,,,,,,,392,228,,,,,,,,,,,,,,,,,
79438,,,,,,,,,,,254,,,,,,,,,,,,,,,,,,
79439,,,,,,,,,,,,1083,,,,,,,,,,,,,,,,,
79440,,,,,,,,,,,384,410,,,,,,,,,,,,,,,,,
