ID,2012 pořadí kategorie,2013 pořadí kategorie,2014 pořadí kategorie,2015 pořadí kategorie,2016 pořadí kategorie,2017 pořadí kategorie,2018 pořadí kategorie,2019 pořadí kategorie,2020 pořadí kategorie,2021 pořadí kategorie,2022 pořadí kategorie,2023 pořadí kategorie,2024 pořadí kategorie,2025 pořadí kategorie,2026 pořadí kategorie,2013 Pořadí skokani kategorie,2014 Pořadí skokani kategorie,2015 Pořadí skokani kategorie,2016 Pořadí skokani kategorie,2017 Pořadí skokani kategorie,2018 Pořadí skokani kategorie,2019 Pořadí skokani kategorie,2020 Pořadí skokani kategorie,2021 Pořadí skokani kategorie,2022 Pořadí skokani kategorie,2023 Pořadí skokani kategorie,2024 Pořadí skokani kategorie,2025 Pořadí skokani kategorie,2026 Pořadí skokani kategorie
60314,,338,367,819,422,553,431,626,,,,,,,,,172,284,60,353,430,848,,,,,,,
60320,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,
60325,,,,,,,18,32,20,23,21,37,32,,,,,,,,,85,56,73,78,246,185,,
60327,,,,,387,607,592,,783,,,,,,,,,,,1009,1088,,,,,,,,
60330,,,,1235,,,,,,,,,,,,,,,,,,,,,,,,,
60331,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
60332,,8,7,,,,,,,,,,,,,,123,,,,,,,,,,,,
60333,,895,1013,,,,,,,,,,,,,,,,,,,,,,,,,,
60334,,778,1207,,,,,,,,,,,,,,537,,,,,,,,,,,,
60336,,,24,101,38,133,102,112,91,,83,228,228,,,,,121,33,312,349,39,630,,,1334,1226,,
60340,,,,594,,,,,,,,,,,,,,,,,,,,,,,,,
60342,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,
60343,,105,414,461,992,940,1320,,,,,,,,,,145,188,449,525,778,,,,,,,,
60346,,,116,83,106,53,44,28,36,25,29,30,,,,,,100,40,49,77,339,639,237,411,943,,,
60349,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,
60352,,,,118,331,,,,,,,,,,,,,,1085,,,,,,,,,,
60356,,,20,12,,,,,,,,,,,,,,24,,,,,,,,,,,
60357,,,143,329,317,483,409,,,,,,,,,,,394,451,445,581,,,,,,,,
60358,,,32,39,60,56,79,91,132,,155,,,,,,,45,60,81,101,178,192,,,,,,
60363,,,31,37,,,,,,,,,,,,,,40,,,,,,,,,,,
60368,,,,,11,59,,155,85,122,,269,,,,,,,,187,,,112,379,,,,,
60370,,178,208,213,270,215,176,155,,,,,,,,,51,141,199,80,20,120,,,,,,,
60372,,,,1,1,2,,,,,,,,,,,,,243,161,,,,,,,,,
60376,,,41,,119,202,186,,,,,,,,,,,,,,,,,,,,,,
60377,,,501,,,,,,,,,,,,,,,,,,,,,,,,,,
60378,,77,54,218,114,,,,,,,,,,,,22,102,50,,,,,,,,,,
60379,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,
60381,,,185,286,188,225,251,,,,,,,,,,,137,182,110,993,,,,,,,,
60382,,,,22,77,32,40,25,44,16,56,37,58,45,,,,,32,5,6,43,38,26,133,113,149,168,
60387,,364,817,811,687,492,720,728,898,,,,,,,,294,279,53,336,910,1239,1020,,,,,,
60388,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,
60389,,,1028,1172,,,,,,,,,,,,,,,,,,,,,,,,,
60391,,855,897,,,,,,,,,,,,,,284,,,,,,,,,,,,
60392,,,497,,,,,,,,,,,,,,,,,,,,,,,,,,
60393,,810,742,844,818,,,,,,,,,,,,566,365,1187,,,,,,,,,,
60397,,,297,251,698,704,,,,,,,,,,,,109,592,604,,,,,,,,,
60398,,,449,432,882,632,704,497,,,,,,,,,,506,1519,284,565,263,,,,,,,
60399,,14,65,54,95,71,81,70,81,69,103,,,,,,36,18,93,42,53,62,70,126,146,,,,
60408,,,162,305,176,244,191,287,310,288,198,,,,,,,246,107,238,480,550,1231,145,204,,,,
60409,,,130,77,150,92,88,52,69,35,54,40,,,,,,60,228,85,53,317,625,73,540,655,,,
60410,,413,463,1182,,,,,,,,,,,,,,,,,,,,,,,,,
60412,,,,,829,746,,,,,,,,,,,,,,741,,,,,,,,,
60414,,,,81,246,195,307,152,248,159,382,,,,,,,,108,140,137,67,374,354,559,,,,
60417,,,96,96,162,113,214,,,,,,,,,,,182,143,179,611,,,,,,,,
60418,,101,388,144,187,95,98,85,106,74,114,139,,,,,117,2,67,43,84,687,505,170,593,1225,,,
60426,,65,48,94,67,91,67,90,92,,100,,,,,,9,68,55,65,76,67,199,,,,,,
60429,,,23,20,107,73,,,,,,,,,,,,38,141,101,,,,,,,,,
60430,,,31,24,16,31,22,59,19,32,43,,,,,,,30,9,42,59,204,76,334,309,,,,
60431,,,71,20,47,22,22,17,24,23,16,13,,,,,,4,250,78,72,507,804,582,181,787,,,
60432,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,
60435,,,,705,677,1102,,,,,,,,,,,,,499,937,,,,,,,,,
60439,,185,480,278,646,565,846,874,1055,629,,,,,,,445,91,1063,684,1100,1294,1031,240,,,,,
60440,,264,643,,,,,,,,,,,,,,411,,,,,,,,,,,,
60441,,,70,348,,,,,,,,,,,,,,149,,,,,,,,,,,
60442,,,,161,90,171,83,250,,,,,,,,,,,65,136,111,911,,,,,,,
60444,,,486,717,690,999,912,875,791,,,,,,,,,333,802,1146,938,245,1007,,,,,,
60445,,,959,636,790,542,814,832,,,,,,,,,,84,602,267,1595,1478,,,,,,,
60447,,,319,437,304,291,238,404,,,,,,,,,,232,277,106,568,1598,,,,,,,
60454,,1558,1438,1800,1562,,,,,,,,,,,,559,592,732,,,,,,,,,,
60457,,,,,,54,48,66,39,,70,,,,,,,,,,166,18,175,,,,,,
60458,,,,,,329,406,370,578,427,,,,,,,,,,,348,793,1554,829,,,,,
60461,,,,57,290,259,,,,,,,,,,,,,193,185,,,,,,,,,
60471,,,,,416,227,322,210,252,187,,,,,,,,,,96,633,276,648,671,,,,,
60472,,,,562,491,,,,,,,,,,,,,,635,,,,,,,,,,
60479,,,,262,540,173,280,146,162,112,237,223,,,,,,,330,9,394,85,356,272,804,868,,,
60483,,,1049,406,,,,,,,,,,,,,,,,,,,,,,,,,
60487,,,97,93,190,,,,,,,,,,,,,,88,,,,,,,,,,
60488,,,93,91,192,,,,,,,,,,,,,37,104,,,,,,,,,,
60490,,,429,967,901,1415,,,,,,,,,,,,296,427,996,,,,,,,,,
60500,,,35,32,30,108,79,200,,,,,,,,,,31,15,140,89,343,,,,,,,
60519,,7,17,7,10,7,15,13,18,13,20,28,,,,,28,14,99,226,533,575,600,452,551,1237,,,
60521,,,85,94,178,90,165,254,342,284,636,,,,,,,197,209,46,677,961,657,739,818,,,,
60527,,,935,,,,,,,,,,,,,,,,,,,,,,,,,,
60528,,,60,95,87,105,94,,,,,,,,,,,81,128,113,135,,,,,,,,
60534,,361,886,889,,,,,,,,,,,,,478,268,,,,,,,,,,,
60542,,1536,1302,,,,,,,,,,,,,,460,,,,,,,,,,,,
60550,,,,,256,283,344,237,321,209,455,482,,,,,,,,604,183,260,600,272,791,1257,,,
60551,,128,501,,,,,,,,,,,,,,,,,,,,,,,,,,
60555,,,396,,,,,,,,,,,,,,,,,,,,,,,,,,
60559,,,167,158,230,213,,,,,,,,,,,,87,141,164,,,,,,,,,
60560,,,,63,55,101,,,,,,,,,,,,,30,92,,,,,,,,,
60561,,,233,232,231,155,,,,,,,,,,,,117,121,19,,,,,,,,,
60562,,,838,860,1357,,,,,,,,,,,,,333,911,,,,,,,,,,
60563,,,228,203,445,,,,,,,,,,,,,149,359,,,,,,,,,,
60569,,,341,287,,,,,,,,,,,,,,318,,,,,,,,,,,
60570,,1143,1146,,,,,,,,,,,,,,1045,,,,,,,,,,,,
60572,,,310,249,281,287,,,,,,,,,,,,378,657,1108,,,,,,,,,
60573,,,336,540,415,499,489,,,,,,,,,,,612,446,796,1186,,,,,,,,
60576,,,96,199,67,83,103,207,,,285,,,,,,,209,9,174,986,1332,,,,,,,
60579,,,59,218,143,409,375,,,,,,,,,,,87,90,480,528,,,,,,,,
60581,,,35,30,35,73,45,88,68,,100,138,,,,,,,,,21,56,76,,,90,,,
60582,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,
60585,,,134,114,,291,,,,,,,,,,,,154,,,,,,,,,,,
60586,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
60590,,,260,90,210,136,157,197,283,,439,414,,,,,,8,319,186,94,908,882,,,1044,,,
60592,,,146,377,336,506,481,622,691,,823,,,,,,,512,385,438,803,579,1255,,,,,,
60604,,,352,257,332,403,355,348,,,,,,,,,,173,459,1509,179,1094,,,,,,,
60610,,,,1346,1235,,,,,,,,,,,,,,794,,,,,,,,,,
60611,,,,661,1072,,,,,,,,,,,,,,856,,,,,,,,,,
60612,,,,1167,968,951,834,,,,,,,,,,,,584,304,775,,,,,,,,
60613,,,,359,,,,,,,,,,,,,,,,,,,,,,,,,
60614,,,,1489,1315,1524,1309,,,,,,,,,,,,739,1108,706,,,,,,,,
60617,,,,545,560,636,,,,,,,,,,,,,911,342,,,,,,,,,
60618,,,1372,1749,1437,,,,,,,,,,,,,683,542,,,,,,,,,,
60619,,,109,78,169,71,146,169,190,138,210,275,,,,,,97,284,22,766,802,499,358,536,1310,,,
60620,,,390,374,639,,,,,,,,,,,,,411,635,,,,,,,,,,
60621,,,66,403,,,721,,,,,,,,,,,205,,,,,,,,,,,
60624,,,,,,,616,,,,,,,,,,,,,,,,,,,,,,
60627,,,,42,80,83,147,153,,,,,,,,,,,92,129,193,189,,,,,,,
60631,,,,1235,,,,,,,,,,,,,,,,,,,,,,,,,
60632,,,,68,,241,539,428,679,330,,,,,,,,,,,395,367,556,154,,,,,
60633,,,,,864,,,,,,,,,,,,,,,,,,,,,,,,
60637,,,,328,277,557,341,602,477,,545,778,790,,,,,,150,323,189,758,524,,,1032,1217,,
60643,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
60650,,,,630,651,778,905,,,,,,,,,,,,563,332,1055,,,,,,,,
60652,,,176,279,252,,411,,,,,,,,,,,644,717,,,,,,,,,,
60654,,,,533,315,359,288,342,355,,,,,,,,,,127,267,545,748,1235,,,,,,
60658,,,,657,554,,,,,,,,,,,,,,529,,,,,,,,,,
60661,,,,186,345,,,,,,,,,,,,,,674,,,,,,,,,,
60667,,,,10,20,29,17,24,13,22,18,24,30,57,49,,,,37,27,53,35,241,137,257,458,857,1317,935
60677,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,
60678,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,
60686,,,283,121,260,162,280,270,308,226,381,317,,,,,,20,285,166,461,705,364,639,567,645,,,
60689,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,
60695,,,,,779,605,,,,,,,,,,,,,,465,,,,,,,,,
60696,,,,,,,84,117,134,,,,,,,,,,,,,125,223,,,,,,
60698,,,,159,260,260,445,,,,,,,,,,,,135,489,629,,,,,,,,
60699,,,,,27,29,78,45,55,35,36,26,46,43,,,,,,191,235,91,211,307,150,601,976,1090,
60700,,,44,213,140,,,,,,,,,,,,,172,84,,,,,,,,,,
60702,,,1026,,,,,,,,,,,,,,,,,,,,,,,,,,
60703,,,415,1009,679,1186,,,,,,,,,,,,476,97,1035,,,,,,,,,
60704,,,718,1070,964,1289,1139,,,,,,,,,,,350,748,974,938,,,,,,,,
60705,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,
60714,,,664,696,846,415,399,205,330,236,,,,,,,,405,315,51,121,97,1313,478,,,,,
60715,,912,1049,,,,,,,,,,,,,,,,,,,,,,,,,,
60716,,165,393,,,,,,,,,,,,,,349,,,,,,,,,,,,
60720,,,377,552,471,534,381,362,527,,,,,,,,,293,569,342,278,252,1606,,,,,,
60721,,,1049,,,,,,,,,,,,,,,,,,,,,,,,,,
60734,,,,,194,,,,,,,,,,,,,,,,,,,,,,,,
60737,,,864,,,,,,,,,,,,,,,,,,,,,,,,,,
60740,,,,,238,83,179,69,84,55,77,71,97,124,,,,,,24,229,22,156,397,251,741,796,1313,
60741,,,,170,556,,,,,,,,,,,,,,,,,,,,,,,,
60750,,,,,,,1283,1576,1312,,,,,,,,,,,,,1525,648,,,,,,
60761,,,,,,240,280,412,397,,,,,,,,,,,,1013,744,1037,,,,,,
60779,,,14,40,23,39,20,22,24,31,50,75,98,,,,,24,14,50,8,28,143,77,137,229,251,,
60780,,,185,192,298,276,350,373,,,,,,,,,,186,130,438,253,904,,,,,,,
60790,,,,,131,132,150,104,103,,101,106,,,,,,,,133,51,28,44,,,194,,,
60793,,,,,,996,,,,,,,,,,,,,,,,,,,,,,,
60797,,,,,,28,74,36,71,,,,,,,,,,,,86,13,135,,,,,,
60798,,,,29,46,29,34,40,43,35,55,47,,,,,,,65,25,28,152,44,126,142,142,,,
60802,,,,645,,,,,,,,,,,,,,,,,,,,,,,,,
60810,,,1015,1781,1793,,,,,,,,,,,,,,,,,,,,,,,,
60811,,,1038,1216,1905,,,,,,,,,,,,,,,,,,,,,,,,
60812,,,,136,115,71,156,27,72,37,64,39,74,72,128,,,,,18,54,4,229,131,129,327,645,866,1364
60813,,,,,,1278,1507,,,,,,,,,,,,,,843,,,,,,,,
60815,,,,103,211,147,171,158,209,,266,313,,,,,,,232,221,103,498,699,,,1251,,,
60830,,,819,979,,,,,,,,,,,,,,549,,,,,,,,,,,
60831,,,,579,542,,,,,,,,,,,,,,748,,,,,,,,,,
60838,,,475,,,,,,,,,,,,,,,,,,,,,,,,,,
60839,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,
60841,,,,122,96,51,16,59,23,47,65,,,,,,,,12,16,5,74,32,188,146,,,,
60852,,,211,120,218,135,175,195,245,,305,345,,,,,,55,160,163,187,712,591,,,1249,,,
60857,,,,298,619,540,735,,,,,,,,,,,,369,433,516,,,,,,,,
60858,,,,862,1174,843,1064,867,1046,,,,,,,,,,510,318,801,619,1020,,,,,,
60859,,,1906,2667,,,,,,,,,,,,,,,,,,,,,,,,,
60865,,,,,,,1725,1471,1624,,,,,,,,,,,,,836,835,,,,,,
60867,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,
60868,,,1296,1145,1146,878,,,,,,,,,,,,310,382,343,,,,,,,,,
60869,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,
60872,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,
60874,,,,586,458,,,,,,,,,,,,,,307,,,,,,,,,,
60877,,,615,661,948,740,791,581,831,,,,,,,,,431,553,484,291,333,1515,,,,,,
60878,,,283,247,428,478,876,761,,,,,,,,,,123,213,640,1022,790,,,,,,,
60879,,,72,239,193,488,403,673,582,,,,,,,,,60,135,465,395,741,677,,,,,,
60880,,,1005,,,,,,,,,,,,,,,,,,,,,,,,,,
60882,,,86,414,,,,,,,,,,,,,,156,,,,,,,,,,,
60885,,,,324,166,214,138,343,,,,,,,,,,,74,132,263,1369,,,,,,,
60886,,,,418,666,516,441,488,506,,,,,,,,,,543,431,56,1286,475,,,,,,
60887,,,,688,751,,,,,,,,,,,,,,1038,,,,,,,,,,
60888,,,,1026,,,,,,,,,,,,,,,,,,,,,,,,,
60890,,,655,743,1093,924,1222,1356,,,,,,,,,,897,1224,670,1494,1714,,,,,,,
60896,,,585,727,,,,,,,,,,,,,,544,,,,,,,,,,,
60898,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,
60899,,,203,,499,472,471,307,451,313,,,,,,,,,,525,92,161,863,639,,,,,
60900,,,403,,,,,,,,,,,,,,,,,,,,,,,,,,
60902,,,,51,27,35,40,,,,,,,,,,,,154,203,906,,,,,,,,
60904,,,1049,1855,,,,,,,,,,,,,,,,,,,,,,,,,
60921,,,873,739,1012,1074,,,,,,,,,,,,320,1605,1592,,,,,,,,,
60924,,,330,333,348,,,,,,,,,,,,,,292,,,,,,,,,,
60930,,,177,404,432,682,541,875,783,,,,,,,,,735,1012,1098,521,1694,967,,,,,,
60931,,,749,1287,1308,1747,1572,1671,1598,,,,,,,,,623,1016,1283,1100,865,1345,,,,,,
60933,,,,331,346,,355,,,,,,,,,,,,,,,,,,,,,,
60934,,,274,732,,,,,,,,,,,,,,519,,,,,,,,,,,
60936,,,345,209,400,314,554,523,541,334,801,868,,,,,,43,260,327,706,790,204,317,830,1289,,,
60937,,,21,58,5,26,9,31,15,26,28,80,38,,,,,26,1,312,78,752,281,684,551,1302,319,,
60938,,,432,,,,,,,,,,,,,,,,,,,,,,,,,,
60939,,,65,94,333,298,453,,,,,,,,,,,36,168,206,124,,,,,,,,
60940,,,80,312,,,,,,,,,,,,,,85,,,,,,,,,,,
60944,,,171,,212,,,,,,,,,,,,,,,,,,,,,,,,
60945,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,
60946,,,819,,,,,,,,,,,,,,,,,,,,,,,,,,
60947,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,
60953,,,531,665,,,1124,,,,,,,,,,,967,,,,,,,,,,,
60957,,,,1079,1126,,,,,,,,,,,,,,,,,,,,,,,,
60964,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,
60966,,,963,1657,,2271,,,,,,,,,,,,,,,,,,,,,,,
60968,,,,505,524,1066,883,1250,,,,,,,,,,,,,,,,,,,,,
60969,,,213,,,,,,,,,,,,,,,,,,,,,,,,,,
60970,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,
60979,,,265,340,,,,,,,,,,,,,,164,,,,,,,,,,,
60980,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,
60981,,,588,623,659,,,,,,,,,,,,,64,987,,,,,,,,,,
60982,,,,,62,37,68,53,82,55,99,99,,,,,,,,21,33,71,60,76,82,180,,,
60983,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,
60990,,,245,262,,,,,,,,,,,,,,141,,,,,,,,,,,
60996,,,104,126,374,236,528,369,670,,,,,,,,,,,74,403,280,673,,,,,,
60997,,,352,911,977,,,,,,,,,,,,,519,600,,,,,,,,,,
61001,,,480,496,738,735,1066,1008,1022,,,,,,,,,431,521,972,1219,1201,342,,,,,,
61016,,,1475,1759,,,,,,,,,,,,,,,,,,,,,,,,,
61017,,,1906,2310,,,,,,,,,,,,,,,,,,,,,,,,,
61023,,,57,47,31,103,84,122,78,105,69,163,175,196,194,,,20,11,117,108,61,175,176,136,933,892,689,874
61024,,,315,,,,,,,,,,,,,,,,,,,,,,,,,,
61028,,,,103,,,568,,,,,,,,,,,,,,,,,,,,,,
61029,,,69,85,,,,,,,,,,,,,,26,,,,,,,,,,,
61030,,,,1146,1487,1469,,,,,,,,,,,,,1096,1241,,,,,,,,,
61031,,,331,759,663,1070,928,,,,,,,,,,,330,388,931,724,,,,,,,,
61032,,,968,842,897,888,902,858,,,,,,,,,,281,354,1209,348,1164,,,,,,,
61035,,,,,,,,116,83,130,162,333,391,,,,,,,,,,99,159,130,504,659,,
61037,,,,,,,,46,84,51,145,,,,,,,,,,,,54,54,84,,,,
61041,,,,,,,,1459,,,,,,,,,,,,,,,,,,,,,
61042,,,90,236,122,310,258,357,,,,,,,,,,385,87,1057,463,565,,,,,,,
61044,,,1116,1721,,,,,,,,,,,,,,1047,,,,,,,,,,,
61048,,,721,1225,1152,1660,,1691,,,,,,,,,,616,828,1427,,,,,,,,,
61050,,,94,121,113,,,,,,,,,,,,,33,24,,,,,,,,,,
61057,,,,,,559,481,663,504,483,700,,,,,,,,,,597,772,431,758,812,,,,
61061,,,,,,1130,1334,1278,,,,,,,,,,,,,1075,1370,,,,,,,
61065,,,,,655,,,,,,,,,,,,,,,,,,,,,,,,
61066,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,
61073,,,,2142,2217,2316,2266,,,,,,,,,,,,,,1680,,,,,,,,
61074,,,,1855,,,,,,,,,,,,,,,,,,,,,,,,,
61075,,,,2166,1888,,,,,,,,,,,,,,633,,,,,,,,,,
61078,,,486,1176,,,,,,,,,,,,,,,,,,,,,,,,,
61079,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,
61080,,,780,816,,,,,,,,,,,,,,371,,,,,,,,,,,
61081,,,495,583,,,,,,,,,,,,,,,,,,,,,,,,,
61082,,,,,2242,2137,,,,,,,,,,,,,,1100,,,,,,,,,
61086,,,282,785,787,1167,,,,,,,,,,,,538,558,741,,,,,,,,,
61091,,,944,1042,1000,914,1133,971,,,,,,,,,,692,242,911,1085,759,,,,,,,
61094,,,806,,,,,,,,,,,,,,,,,,,,,,,,,,
61097,,,686,696,945,,,,,,,,,,,,,720,1453,,,,,,,,,,
61098,,,1127,1186,1463,,,,,,,,,,,,,720,1285,,,,,,,,,,
61099,,,340,658,351,442,328,362,297,307,361,,,,,,,213,89,214,378,223,713,544,620,,,,
61102,,,,798,,,,,,,,,,,,,,,,,,,,,,,,,
61103,,,,467,467,341,450,477,,,,,,,,,,,193,299,1172,1220,,,,,,,
61104,,,,,50,40,115,100,133,72,107,93,123,202,229,,,,,,,,,57,19,79,101,235,126
61105,,,,,57,145,139,283,275,172,271,306,328,408,420,,,,,,,,,,,,,,
61106,,,,,,,,492,,,,,,,,,,,,,,,,,,,,,
61109,,,388,389,1087,989,953,307,370,,438,437,,,,,,127,618,,,5,484,,,1174,,,
61111,,,2185,,,,,,,,,,,,,,,,,,,,,,,,,,
61117,,,1906,,,,,,,,,,,,,,,,,,,,,,,,,,
61119,,,,,,6,2,7,2,7,7,20,15,44,36,,,,,,8,19,74,176,111,504,446,1004,756
61123,,,999,1449,1547,2146,,,,,,,,,,,,746,1446,1838,,,,,,,,,
61124,,,551,567,908,709,903,865,1185,,,,,,,,,423,718,472,692,1121,1542,,,,,,
61128,,,,,,255,603,537,914,,1128,,,,,,,,,,483,458,708,,,,,,
61129,,,,,,25,143,73,225,,383,,,,,,,,,,177,50,422,,,,,,
61130,,,,,,191,114,327,196,237,269,252,,,,,,,,,214,944,278,272,464,265,,,
61132,,,,,,148,327,179,305,188,392,378,518,608,,,,,,,309,114,427,419,383,887,872,1363,
61134,,,71,345,178,238,131,,,,,,,,,,,145,45,65,168,,,,,,,,
61135,,,296,296,775,,,,,,,,,,,,,157,590,,,,,,,,,,
61139,,,,1099,1134,1382,1167,,,,,,,,,,,,1239,1260,619,,,,,,,,
61140,,,205,287,140,221,135,239,249,277,375,,,,,,,107,57,271,183,1091,1102,820,773,,,,
61143,,,,542,,,,,,,,,,,,,,,,,,,,,,,,,
61145,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,
61149,,,247,136,135,77,149,84,177,97,,,,,,,,60,48,243,869,323,1584,62,,,,,
61152,,,,24,87,113,303,,,,,,,,,,,,508,642,1044,,,,,,,,
61153,,,,,,1965,,,,,,,,,,,,,,,,,,,,,,,
61158,,,615,562,632,,,,,,,,,,,,,60,1457,,,,,,,,,,
61162,,,,,331,357,549,455,,,,,,,,,,,,594,567,561,,,,,,,
61166,,,,,473,786,,,,,,,,,,,,,,1384,,,,,,,,,
61167,,,,,286,,,,,,,,,,,,,,,,,,,,,,,,
61175,,,237,456,371,,,,,,,,,,,,,580,510,,,,,,,,,,
61176,,,778,724,935,698,1080,971,1103,,,,,,,,,263,408,408,1397,989,764,,,,,,
61177,,,501,1235,,,,,,,,,,,,,,,,,,,,,,,,,
61178,,,611,615,889,676,950,761,938,,,,,,,,,361,559,421,1015,513,1087,,,,,,
61179,,,1247,,,,,,,,,,,,,,,,,,,,,,,,,,
61180,,,829,931,1391,1309,1763,,,,,,,,,,,490,766,811,1435,,,,,,,,
61181,,,68,379,319,464,407,637,549,,622,,,,,,,193,136,133,477,602,671,,,,,,
61182,,,657,592,,,1363,1179,,,,,,,,,,268,,,,919,,,,,,,
61183,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,
61184,,,108,503,424,846,831,1274,1220,,,,,,,,,,,372,564,902,777,,,,,,
61185,,,1268,,1841,,,,,,,,,,,,,,,,,,,,,,,,
61189,,,,,378,412,342,430,414,,,,,,,,,,,235,568,712,1302,,,,,,
61190,,,298,,751,912,750,775,490,481,562,,,,,,,,,336,603,224,171,871,474,,,,
61199,,,36,29,115,99,199,192,281,,,,,,,,,,,,,,,,,,,,
61201,,,501,,,,,,,,,,,,,,,,,,,,,,,,,,
61203,,,90,99,179,77,147,101,230,123,291,,,,,,,18,25,38,182,143,744,111,473,,,,
61204,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,
61208,,,,,,,1314,,,,,,,,,,,,,,,,,,,,,,
61220,,,783,887,704,,,,,,,,,,,,,341,480,,,,,,,,,,
61221,,,379,953,744,1155,,,,,,,,,,,,504,232,815,,,,,,,,,
61222,,,,92,165,150,181,158,,,,,,,,,,,58,110,75,117,,,,,,,
61223,,,13,11,41,7,21,5,18,9,53,55,,,,,,6,38,2,36,13,126,102,138,177,,,
61228,,,178,310,279,449,408,709,686,,,,,,,,,194,363,493,715,1317,1114,,,,,,
61229,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,
61233,,,,,888,997,1061,945,,,,,,,,,,,,1491,532,884,,,,,,,
61235,,,917,1009,1513,1433,1700,1665,,,,,,,,,,461,748,831,910,1332,,,,,,,
61236,,,1332,1510,1984,1921,2033,1936,,,,,,,,,,667,1370,1119,921,1544,,,,,,,
61237,,,,,,,,1444,1459,,,,,,,,,,,,,,1529,,,,,,
61239,,,2260,,,,,,,,,,,,,,,,,,,,,,,,,,
61242,,,,1648,2109,,2289,,,,,,,,,,,,,,,,,,,,,,
61243,,,1422,1624,,,,,,,,,,,,,,,,,,,,,,,,,
61244,,,2195,,,,,,,,,,,,,,,,,,,,,,,,,,
61245,,,,30,9,14,9,23,10,28,23,73,82,107,64,,,,1,11,61,169,172,495,243,935,838,910,522
61246,,,,57,46,90,54,165,133,176,179,,284,342,258,,,,13,43,62,330,282,376,225,,,549,536
61250,,,744,756,990,880,,,,,,,,,,,,350,463,669,,,,,,,,,
61251,,,949,992,1581,,,,,,,,,,,,,,1001,,,,,,,,,,
61252,,,455,1115,1099,1576,1512,,,,,,,,,,,,,,,,,,,,,,
61253,,,475,553,1179,1120,1654,,,,,,,,,,,,,,,,,,,,,,
61254,,,470,1161,1223,1725,1602,1916,1815,,1680,,,,,,,,,,,,,,,,,,
61255,,,300,331,,,,,,,,,,,,,,,,,,,,,,,,,
61256,,,989,1145,1791,,,,,,,,,,,,,,,,,,,,,,,,
61260,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,
61268,,,,601,492,,,,,,,,,,,,,,,,,,,,,,,,
61269,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,
61270,,,43,44,206,132,241,172,303,,445,,,,,,,37,156,86,177,251,455,,,,,,
61272,,,,67,146,133,,,,,,,,,,,,,117,121,,,,,,,,,
61273,,,88,174,190,242,199,256,263,,,,,,,,,112,91,129,91,236,212,,,,,,
61274,,,79,113,419,321,753,,,,,,,,,,,39,186,143,493,,,,,,,,
61278,,,1181,,,,,,,,,,,,,,,,,,,,,,,,,,
61281,,,30,41,79,,,,,,,,,,,,,50,96,,,,,,,,,,
61289,,,,76,49,80,82,,122,,145,,,,,,,,45,88,181,,,,,,,,
61290,,,,9,11,4,5,2,12,,22,15,25,28,,,,,4,8,4,75,126,,,131,242,187,
61291,,,,15,84,51,55,55,87,40,100,90,163,145,,,,,97,61,26,275,330,60,528,652,1253,945,
61292,,,,34,37,,81,,,,265,,,,,,,,,,,,,,,,,,
61296,,,,,61,46,103,,114,,139,136,148,140,,,,,,40,107,,,,,155,63,213,
61299,,,,405,280,623,380,690,,,,,,,,,,,76,435,192,877,,,,,,,
61300,,,557,1071,1053,1408,1279,,,,,,,,,,,814,950,1119,1003,,,,,,,,
61301,,,712,1520,1299,1724,1461,,,,,,,,,,,982,502,1226,785,,,,,,,,
61306,,,45,57,65,34,40,21,32,24,,54,,,,,,50,23,13,23,25,109,118,,,,,
