ID,2012 pořadí kraj kategorie,2013 pořadí kraj kategorie,2014 pořadí kraj kategorie,2015 pořadí kraj kategorie,2016 pořadí kraj kategorie,2017 pořadí kraj kategorie,2018 pořadí kraj kategorie,2019 pořadí kraj kategorie,2020 pořadí kraj kategorie,2021 pořadí kraj kategorie,2022 pořadí kraj kategorie,2023 pořadí kraj kategorie,2024 pořadí kraj kategorie,2025 pořadí kraj kategorie,2026 pořadí kraj kategorie,2027 pořadí kraj kategorie,2013 Pořadí skokani kraj kategorie,2014 Pořadí skokani kraj kategorie,2015 Pořadí skokani kraj kategorie,2016 Pořadí skokani kraj kategorie,2017 Pořadí skokani kraj kategorie,2018 Pořadí skokani kraj kategorie,2019 Pořadí skokani kraj kategorie,2020 Pořadí skokani kraj kategorie,2021 Pořadí skokani kraj kategorie,2022 Pořadí skokani kraj kategorie,2023 Pořadí skokani kraj kategorie,2024 Pořadí skokani kraj kategorie,2025 Pořadí skokani kraj kategorie,2026 Pořadí skokani kraj kategorie,2027 Pořadí skokani kraj kategorie
37423,27,18,33,33,58,48,55,62,,,,,,,,,16,65,143,168,86,90,244,,,,,,,,
37481,15,18,15,,,,,,,,,,,,,,24,57,,,,,,,,,,,,,
37488,21,17,20,16,,,,,,,,,,,,,54,156,51,,,,,,,,,,,,
37589,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37591,12,20,16,,,,,,,,,,,,,,44,44,,,,,,,,,,,,,
37595,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37644,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37721,1,1,1,,,,,,,,,,,,,,81,17,,,,,,,,,,,,,
37759,13,9,,18,,,,,,,,,,,,,12,,,,,,,,,,,,,,
37781,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37804,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37805,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37824,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37833,107,99,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,
37834,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37855,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37856,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37874,13,15,14,22,21,,,,,,,,,,,,1,11,17,15,,,,,,,,,,,
37927,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37935,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37957,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37983,108,164,195,226,,,,,,,,,,,,,90,144,224,,,,,,,,,,,,
38130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38134,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38146,9,15,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,
38149,4,1,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,
38161,17,7,19,24,,,,,,,,,,,,,7,111,89,,,,,,,,,,,,
38205,20,20,21,26,,,,,,,,,,,,,130,95,237,,,,,,,,,,,,
38214,,45,119,,,,,,,,,,,,,,,99,,,,,,,,,,,,,
38271,5,3,3,,,,,,,,,,,,,,5,17,,,,,,,,,,,,,
38281,67,65,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,
38295,5,3,5,1,6,7,,,,,,,,,,,18,45,23,97,57,,,,,,,,,,
38321,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38324,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38330,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38370,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38389,5,5,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,
38448,8,9,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,
38551,2,5,4,5,5,,,,,,,,,,,,84,44,90,57,,,,,,,,,,,
38552,27,34,38,,,,,,,,,,,,,,56,102,,,,,,,,,,,,,
38606,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38607,39,32,40,34,,,,,,,,,,,,,38,16,45,,,,,,,,,,,,
38648,13,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38665,6,28,24,,,,,,,,,,,,,,98,29,,,,,,,,,,,,,
38688,4,3,7,6,,,,,,,,,,,,,11,163,32,,,,,,,,,,,,
38691,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38693,9,10,12,8,,,,,,,,,,,,,121,103,36,,,,,,,,,,,,
38695,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38743,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38748,6,6,9,8,,,,,,,,,,,,,13,21,13,,,,,,,,,,,,
38772,6,6,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,
38790,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38792,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38808,5,6,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,
38809,1,4,1,3,6,11,7,,,,,,,,,,44,32,28,73,91,16,,,,,,,,,
38810,4,1,4,5,2,8,,,,,,,,,,,8,70,80,20,96,,,,,,,,,,
38813,7,8,,21,,,,,,,,,,,,,51,,,,,,,,,,,,,,
38818,5,7,9,6,,,,,,,,,,,,,32,35,15,,,,,,,,,,,,
38841,2,2,2,2,3,,,,,,,,,,,,27,59,53,76,,,,,,,,,,,
38845,6,7,11,,,,,,,,,,,,,,27,20,,,,,,,,,,,,,
38894,1,1,1,1,,,,,,,,,,,,,37,168,59,,,,,,,,,,,,
38897,54,80,,112,,,,,,,,,,,,,79,,,,,,,,,,,,,,
38903,25,19,27,17,24,34,,,,,,,,,,,36,44,15,78,142,,,,,,,,,,
38906,14,12,16,13,,,,,,,,,,,,,130,24,61,,,,,,,,,,,,
38917,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38933,4,2,5,4,,,,,,,,,,,,,11,27,21,,,,,,,,,,,,
38934,3,1,3,5,,,,,,,,,,,,,30,16,37,,,,,,,,,,,,
38958,4,3,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,
38964,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38966,145,140,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,
38968,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38969,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39013,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39045,1,1,1,1,1,1,,,,,,,,,,,30,28,79,77,56,,,,,,,,,,
39072,1,3,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,
39104,11,24,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,
39112,47,33,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,
39156,7,4,7,5,,,,,,,,,,,,,2,17,18,,,,,,,,,,,,
39236,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39297,59,100,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,
39300,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39339,5,4,5,7,,,,,,,,,,,,,43,68,93,,,,,,,,,,,,
39413,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39419,,5,6,6,5,7,,,,,,,,,,,,8,15,76,94,,,,,,,,,,
39426,35,35,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,
39437,7,13,8,11,13,,,,,,,,,,,,41,76,70,213,,,,,,,,,,,
39440,21,33,29,,,,,,,,,,,,,,38,29,,,,,,,,,,,,,
39462,1,1,2,2,2,4,,,,,,,,,,,22,3,25,26,25,,,,,,,,,,
39506,62,,80,55,,,,,,,,,,,,,,,23,,,,,,,,,,,,
39509,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39512,2,1,3,,,,,,,,,,,,,,2,14,,,,,,,,,,,,,
39522,10,11,17,40,48,,,,,,,,,,,,14,81,95,80,,,,,,,,,,,
39548,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39550,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39553,2,3,3,4,4,5,,,,,,,,,,,25,31,80,43,54,,,,,,,,,,
39562,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39565,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39569,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39602,27,14,21,18,,,,,,,,,,,,,30,99,53,,,,,,,,,,,,
39607,5,6,5,12,20,17,26,,,,,,,,,,18,29,63,75,38,103,,,,,,,,,
39608,18,9,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,
39618,5,4,10,,,,,,,,,,,,,,96,192,,,,,,,,,,,,,
39651,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39663,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39669,102,123,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,
39671,60,40,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,
39672,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39713,108,104,118,,,,,,,,,,,,,,25,172,,,,,,,,,,,,,
39715,67,153,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,
39719,118,122,132,,,,,,,,,,,,,,94,117,,,,,,,,,,,,,
39735,16,24,19,17,17,,,,,,,,,,,,17,15,39,34,,,,,,,,,,,
39742,92,119,,,,,,,,,,,,,,,178,,,,,,,,,,,,,,
39759,14,18,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,
39768,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39771,2,2,2,1,2,,,,,,,,,,,,30,129,21,89,,,,,,,,,,,
39773,10,21,21,,,,,,,,,,,,,,85,114,,,,,,,,,,,,,
39785,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
39786,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
39788,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
39789,,,,21,24,,,,,,,,,,,,,,,78,,,,,,,,,,,
39790,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
39792,43,53,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,
39805,11,20,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,
39968,70,63,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,
40028,2,2,2,1,1,,,,,,,,,,,,6,24,56,36,,,,,,,,,,,
40034,5,5,5,7,1,,,,,,,,,,,,29,40,61,67,,,,,,,,,,,
40035,3,6,7,10,,,,,,,,,,,,,25,30,35,,,,,,,,,,,,
40060,,48,66,,,,,,,,,,,,,,,170,,,,,,,,,,,,,
40128,1,1,2,2,2,,,,,,,,,,,,4,2,5,63,,,,,,,,,,,
40139,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40173,26,30,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,
40175,5,4,9,8,14,,,,,,,,,,,,3,14,9,17,,,,,,,,,,,
40177,2,2,2,3,3,,,,,,,,,,,,16,4,16,8,,,,,,,,,,,
40212,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40238,46,61,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,
40252,4,3,3,4,,,,,,,,,,,,,2,2,30,,,,,,,,,,,,
40259,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40269,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40280,5,4,4,6,,,,,,,,,,,,,3,4,20,,,,,,,,,,,,
40293,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40299,8,7,6,,,,,,,,,,,,,,17,37,,,,,,,,,,,,,
40307,2,2,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,
40311,22,34,51,36,,,,,,,,,,,,,119,151,17,,,,,,,,,,,,
40318,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40319,8,8,14,,,,,,,,,,,,,,44,86,,,,,,,,,,,,,
40327,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40367,4,9,7,,,,,,,,,,,,,,83,91,,,,,,,,,,,,,
40378,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40409,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40415,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40432,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40433,52,41,54,47,,,,,,,,,,,,,77,95,49,,,,,,,,,,,,
40435,111,106,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,
40500,32,29,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,
40511,13,6,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
40530,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40532,75,115,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,
40553,3,5,3,6,3,8,10,,,,,,,,,,24,18,52,62,61,97,,,,,,,,,
40574,8,10,5,6,4,12,15,,,,,,,,,,9,19,158,104,283,163,,,,,,,,,
40575,40,51,45,73,,,,,,,,,,,,,54,69,259,,,,,,,,,,,,
40604,88,69,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,
40608,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40609,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40612,9,17,16,22,22,,,,,,,,,,,,18,26,20,42,,,,,,,,,,,
40614,28,44,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,
40656,38,38,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,
40668,2,2,2,3,4,5,,,,,,,,,,,11,27,50,111,125,,,,,,,,,,
40694,7,4,6,6,,,,,,,,,,,,,8,18,20,,,,,,,,,,,,
40696,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40698,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40701,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40704,52,33,36,41,,,,,,,,,,,,,29,22,100,,,,,,,,,,,,
40718,2,1,14,12,,,,,,,,,,,,,12,148,205,,,,,,,,,,,,
40741,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40783,104,102,96,107,,,,,,,,,,,,,78,49,139,,,,,,,,,,,,
40787,30,32,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,
40797,5,4,7,,,,,,,,,,,,,,7,10,,,,,,,,,,,,,
40805,58,54,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,
40811,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40816,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40822,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40823,11,11,12,,,,,,,,,,,,,,18,16,,,,,,,,,,,,,
40825,23,,20,31,24,,,,,,,,,,,,,,237,115,,,,,,,,,,,
40826,35,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40827,27,,43,42,65,67,,,,,,,,,,,,,203,132,267,,,,,,,,,,
40841,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40843,7,,15,25,32,,,,,,,,,,,,,,102,193,,,,,,,,,,,
40859,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40873,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40876,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40878,22,15,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,
40882,5,4,8,5,,,,,,,,,,,,,10,19,16,,,,,,,,,,,,
40885,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40919,132,114,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,
40922,17,23,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,
40923,10,16,17,,,,,,,,,,,,,,56,71,,,,,,,,,,,,,
40925,18,10,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,
40926,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40932,109,102,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,
40934,16,14,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,
40940,13,15,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,
40944,,,,13,5,6,14,,,,,,,,,,,,,17,63,185,,,,,,,,,
40952,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40972,14,22,37,,,,,,,,,,,,,,71,168,,,,,,,,,,,,,
40980,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40990,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41003,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41012,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41014,2,3,6,4,6,10,,,,,,,,,,,28,49,17,28,45,,,,,,,,,,
41015,4,11,8,8,7,11,10,,,,,,,,,,28,14,36,4,26,38,,,,,,,,,
41018,6,9,10,18,17,,,,,,,,,,,,66,171,296,205,,,,,,,,,,,
41020,1,3,1,,,,,,,,,,,,,,12,19,,,,,,,,,,,,,
41026,14,26,25,32,39,,,,,,,,,,,,153,128,147,257,,,,,,,,,,,
41040,16,18,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,
41041,1,1,3,3,,,,,,,,,,,,,30,27,29,,,,,,,,,,,,
41046,73,88,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,
41077,74,98,80,,,,,,,,,,,,,,78,68,,,,,,,,,,,,,
41116,9,6,7,2,9,2,,,,,,,,,,,11,10,13,85,10,,,,,,,,,,
41121,76,81,,,,,,,,,,,,,,,158,,,,,,,,,,,,,,
41134,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41136,11,12,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,
41143,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41194,3,2,5,6,15,10,,,,,,,,,,,7,10,15,21,19,,,,,,,,,,
41195,,54,81,73,,85,,,,,,,,,,,,68,52,,,,,,,,,,,,
41206,20,15,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,
41207,27,36,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,
41221,47,65,88,,,,,,,,,,,,,,116,119,,,,,,,,,,,,,
41227,3,2,3,4,7,9,,,,,,,,,,,29,66,79,60,70,,,,,,,,,,
41233,8,5,10,12,19,21,,,,,,,,,,,21,79,37,70,85,,,,,,,,,,
41246,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41251,4,7,12,14,,,,,,,,,,,,,7,26,21,,,,,,,,,,,,
41253,30,38,,65,101,90,,,,,,,,,,,81,,,192,96,,,,,,,,,,
41268,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41269,84,94,109,114,,,,,,,,,,,,,96,74,253,,,,,,,,,,,,
41282,53,33,35,30,,,,,,,,,,,,,17,45,67,,,,,,,,,,,,
41298,1,1,1,1,1,,,,,,,,,,,,17,57,29,61,,,,,,,,,,,
41307,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41314,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41337,12,14,14,10,,,,,,,,,,,,,20,44,34,,,,,,,,,,,,
41357,51,53,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,
41364,1,2,3,4,3,,,,,,,,,,,,19,18,71,24,,,,,,,,,,,
41372,30,28,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,
41432,89,92,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,
41435,3,5,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,
41448,12,27,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,
41453,,82,125,134,,,,,,,,,,,,,,210,278,,,,,,,,,,,,
41461,48,46,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,
41498,1,3,3,4,2,3,3,,,,,,,,,,11,98,25,48,71,106,,,,,,,,,
41499,4,3,8,15,15,9,,,,,,,,,,,44,85,85,44,22,,,,,,,,,,
41532,,73,104,,,,,,,,,,,,,,,214,,,,,,,,,,,,,
41553,148,120,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,
41577,12,26,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,
41578,2,3,5,4,3,3,4,1,,,,,,,,,7,58,17,76,130,93,35,,,,,,,,
41579,4,2,3,3,4,6,,,,,,,,,,,1,7,16,18,31,,,,,,,,,,
41582,2,3,2,4,3,9,8,,,,,,,,,,16,4,18,25,20,27,,,,,,,,,
41596,31,37,47,45,,,,,,,,,,,,,36,45,74,,,,,,,,,,,,
41599,30,38,49,38,,,,,,,,,,,,,43,41,28,,,,,,,,,,,,
41604,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41611,38,41,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,
41623,24,22,26,16,19,24,,,,,,,,,,,14,38,24,41,49,,,,,,,,,,
41674,1,3,2,2,3,3,4,4,11,2,,,,,,,7,5,4,7,13,15,13,15,1,,,,,,
41710,10,14,13,,,,,,,,,,,,,,89,43,,,,,,,,,,,,,
41715,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41718,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41728,46,41,58,,,,,,,,,,,,,,75,75,,,,,,,,,,,,,
41730,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41735,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41742,26,17,35,40,,,,,,,,,,,,,34,105,98,,,,,,,,,,,,
41744,43,74,64,91,98,117,105,,,,,,,,,,63,36,83,71,92,55,,,,,,,,,
41747,21,19,34,44,,,,,,,,,,,,,82,67,100,,,,,,,,,,,,
41755,64,63,73,88,88,,,,,,,,,,,,35,65,75,92,,,,,,,,,,,
41763,1,2,3,3,4,3,4,,,,,,,,,,4,11,23,29,6,15,,,,,,,,,
41764,2,4,4,8,9,13,12,,,,,,,,,,14,65,194,170,88,138,,,,,,,,,
41770,12,15,12,14,14,18,,,,,,,,,,,12,9,23,5,36,,,,,,,,,,
41771,6,5,5,5,7,7,9,14,,,,,,,,,5,10,17,8,6,25,26,,,,,,,,
41779,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41804,43,56,62,103,112,,,,,,,,,,,,71,88,160,169,,,,,,,,,,,
41805,,,18,28,33,32,,,,,,,,,,,,,20,24,32,,,,,,,,,,
41826,16,15,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,
41842,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41844,68,72,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,
41847,196,205,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41867,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41885,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41894,27,25,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,
41918,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41919,48,50,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,
41921,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41922,22,21,19,14,,,,,,,,,,,,,20,28,16,,,,,,,,,,,,
41934,112,143,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,
41943,2,2,1,4,2,,,,,,,,,,,,1,2,9,4,,,,,,,,,,,
41969,,239,194,,,,,,,,,,,,,,,129,,,,,,,,,,,,,
41980,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41981,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41985,14,20,18,,,,,,,,,,,,,,98,45,,,,,,,,,,,,,
41994,4,8,12,,,,,,,,,,,,,,98,74,,,,,,,,,,,,,
41998,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002,8,13,14,22,24,47,45,59,,,,,,,,,18,69,53,100,230,149,186,,,,,,,,
42009,5,7,5,6,4,,,,,,,,,,,,4,6,19,16,,,,,,,,,,,
42020,,9,9,20,19,40,32,,,,,,,,,,,57,42,39,97,28,,,,,,,,,
42032,7,18,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,
42054,9,27,18,,,,,,,,,,,,,,153,76,,,,,,,,,,,,,
42073,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42084,10,11,8,11,6,12,11,,,,,,,,,,3,21,21,39,70,59,,,,,,,,,
42096,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42101,13,12,15,17,18,20,,,,,,,,,,,5,25,30,15,34,,,,,,,,,,
42111,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42117,40,49,53,,,,,,,,,,,,,,31,178,,,,,,,,,,,,,
42152,,45,68,88,,,,,,,,,,,,,,103,200,,,,,,,,,,,,
42156,32,29,49,,,,,,,,,,,,,,41,77,,,,,,,,,,,,,
42165,3,3,,3,,,,,,,,,,,,,4,,,,,,,,,,,,,,
42172,132,162,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,
42226,19,35,16,,,,,,,,,,,,,,106,35,,,,,,,,,,,,,
42227,1,1,2,2,4,3,,,,,,,,,,,7,19,22,9,22,,,,,,,,,,
42228,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42245,17,21,24,18,14,25,,,,,,,,,,,15,27,4,33,60,,,,,,,,,,
42261,28,,55,61,,,,,,,,,,,,,,,74,,,,,,,,,,,,
42277,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42351,8,3,4,1,5,7,,17,,,,,,,,,3,3,38,40,78,,,,,,,,,,
42375,1,1,1,1,1,,,,,,,,,,,,1,1,3,28,,,,,,,,,,,
42380,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42382,8,,9,19,,,,,,,,,,,,,,,25,,,,,,,,,,,,
42386,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
42408,64,94,113,111,,,,,,,,,,,,,113,112,84,,,,,,,,,,,,
42411,21,19,35,30,,,,,,,,,,,,,43,181,81,,,,,,,,,,,,
42422,42,72,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,
42459,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,
42500,,,4,5,14,15,,,,,,,,,,,,,16,75,81,,,,,,,,,,
42502,,,,4,3,3,4,8,4,,,,,,,,,,,43,43,53,52,28,,,,,,,
42503,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
42505,,,6,8,,,,,,,,,,,,,,,4,,,,,,,,,,,,
42510,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
42512,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42513,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
42514,,,3,8,9,,,,,,,,,,,,,,20,84,,,,,,,,,,,
42537,3,2,2,2,3,,,,,,,,,,,,1,1,4,16,,,,,,,,,,,
42538,,,3,7,9,,,,,,,,,,,,,,7,14,,,,,,,,,,,
42541,,,2,5,3,6,,,,,,,,,,,,,2,12,14,,,,,,,,,,
42546,,,4,6,,,,,,,,,,,,,,,4,,,,,,,,,,,,
42554,,,,9,13,9,,,,,,,,,,,,,,28,71,,,,,,,,,,
42560,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42596,,,,11,11,10,,,,,,,,,,,,,,9,11,,,,,,,,,,
42645,,,,11,10,8,,,,,,,,,,,,,,18,62,,,,,,,,,,
42649,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
42653,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
42654,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
42759,,5,6,10,,,,,,,,,,,,,,3,24,,,,,,,,,,,,
42837,,,,,9,11,21,,,,,,,,,,,,,,64,79,,,,,,,,,
