ID,2012 pořadí kraj kategorie,2013 pořadí kraj kategorie,2014 pořadí kraj kategorie,2015 pořadí kraj kategorie,2016 pořadí kraj kategorie,2017 pořadí kraj kategorie,2018 pořadí kraj kategorie,2019 pořadí kraj kategorie,2020 pořadí kraj kategorie,2021 pořadí kraj kategorie,2022 pořadí kraj kategorie,2023 pořadí kraj kategorie,2024 pořadí kraj kategorie,2025 pořadí kraj kategorie,2026 pořadí kraj kategorie,2027 pořadí kraj kategorie,2013 Pořadí skokani kraj kategorie,2014 Pořadí skokani kraj kategorie,2015 Pořadí skokani kraj kategorie,2016 Pořadí skokani kraj kategorie,2017 Pořadí skokani kraj kategorie,2018 Pořadí skokani kraj kategorie,2019 Pořadí skokani kraj kategorie,2020 Pořadí skokani kraj kategorie,2021 Pořadí skokani kraj kategorie,2022 Pořadí skokani kraj kategorie,2023 Pořadí skokani kraj kategorie,2024 Pořadí skokani kraj kategorie,2025 Pořadí skokani kraj kategorie,2026 Pořadí skokani kraj kategorie,2027 Pořadí skokani kraj kategorie
86815,,,,,,,,,,,,,,13,12,,,,,,,,,,,,,,,2,
86818,,,,,,,,,,,,,55,63,54,,,,,,,,,,,,,,,43,
86822,,,,,,,,,,,,,35,25,22,,,,,,,,,,,,,,14,6,
86831,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,
86843,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,
86852,,,,,,,,,,,,,22,13,24,,,,,,,,,,,,,,,,
86853,,,,,,,,,,,,,20,72,41,,,,,,,,,,,,,,,,
86855,,,,,,,,,,,,,,109,104,,,,,,,,,,,,,,,,
86856,,,,,,,,,,,,,,34,30,,,,,,,,,,,,,,,,
86858,,,,,,,,,,,,,62,69,70,,,,,,,,,,,,,,,55,
86860,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,
86862,,,,,,,,,,,,,33,101,95,,,,,,,,,,,,,,,,
86863,,,,,,,,,,,,,113,115,,,,,,,,,,,,,,,,,
86865,,,,,,,,,,,,,,,20,1,,,,,,,,,,,,,,,2
86867,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
86879,,,,,,,,,,,,,,44,34,,,,,,,,,,,,,,,24,
86889,,,,,,,,,,,,,34,100,90,,,,,,,,,,,,,,,,
86890,,,,,,,,,,,,,,12,12,,,,,,,,,,,,,,,10,
86892,,,,,,,,,,,,,32,71,,,,,,,,,,,,,,,,,
86893,,,,,,,,,,,,,126,118,,,,,,,,,,,,,,,,,
86894,,,,,,,,,,,,,,13,14,,,,,,,,,,,,,,,7,
86900,,,,,,,,,,,,,17,52,43,,,,,,,,,,,,,,,,
86901,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,
86932,,,,,,,,,,,,,70,69,,,,,,,,,,,,,,,,,
86933,,,,,,,,,,,,,,42,22,,,,,,,,,,,,,,,13,
86934,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,,,
86936,,,,,,,,,,,,,,46,62,,,,,,,,,,,,,,,40,
86937,,,,,,,,,,,,,,6,5,,,,,,,,,,,,,,,13,
86943,,,,,,,,,,,,,,40,55,,,,,,,,,,,,,,,29,
86947,,,,,,,,,,,,,14,14,41,,,,,,,,,,,,,,,,
86948,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
86952,,,,,,,,,,,,,161,,,,,,,,,,,,,,,,,,
86971,,,,,,,,,,,,,23,15,,,,,,,,,,,,,,,8,,
86972,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,
86973,,,,,,,,,,,,,187,,,,,,,,,,,,,,,,,,
86976,,,,,,,,,,,,,,9,11,,,,,,,,,,,,,,,,
86977,,,,,,,,,,,,,,38,109,,,,,,,,,,,,,,,,
86978,,,,,,,,,,,,,,23,45,,,,,,,,,,,,,,,22,
86980,,,,,,,,,,,,,12,6,20,,,,,,,,,,,,,,,,
86985,,,,,,,,,,,,,,97,78,,,,,,,,,,,,,,,,
86986,,,,,,,,,,,,,6,10,13,,,,,,,,,,,,,,5,6,
86996,,,,,,,,,,,,,50,,67,,,,,,,,,,,,,,,,
87003,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,
87013,,,,,,,,,,,,,,,178,,,,,,,,,,,,,,,,
87014,,,,,,,,,,,,,,22,16,,,,,,,,,,,,,,,,
87015,,,,,,,,,,,,,,40,27,,,,,,,,,,,,,,,,
87020,,,,,,,,,,,,,32,10,20,,,,,,,,,,,,,,4,40,
87026,,,,,,,,,,,,,16,52,,,,,,,,,,,,,,,19,,
87027,,,,,,,,,,,,,,8,9,,,,,,,,,,,,,,,5,
87033,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,
87035,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,
87040,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,
87046,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,
87058,,,,,,,,,,,,,,49,65,,,,,,,,,,,,,,,,
87062,,,,,,,,,,,,,,3,3,2,,,,,,,,,,,,,,1,1
87072,,,,,,,,,,,,,,9,3,,,,,,,,,,,,,,,2,
87076,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,
87081,,,,,,,,,,,,,17,10,6,1,,,,,,,,,,,,,,,1
87084,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,
87089,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,
87092,,,,,,,,,,,,,,25,35,,,,,,,,,,,,,,,13,
87093,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,
87094,,,,,,,,,,,,,8,5,7,,,,,,,,,,,,,,8,9,
87096,,,,,,,,,,,,,111,79,99,,,,,,,,,,,,,,,,
87098,,,,,,,,,,,,,,16,27,,,,,,,,,,,,,,,22,
87115,,,,,,,,,,,,,,10,5,,,,,,,,,,,,,,,11,
87126,,,,,,,,,,,,,212,112,90,,,,,,,,,,,,,,,52,
87133,,,,,,,,,,,,,19,31,,,,,,,,,,,,,,,,,
87134,,,,,,,,,,,,,15,12,30,3,,,,,,,,,,,,,,13,4
87137,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,
87138,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,
87139,,,,,,,,,,,,,,22,9,,,,,,,,,,,,,,,,
87140,,,,,,,,,,,,,20,75,84,,,,,,,,,,,,,,,,
87141,,,,,,,,,,,,,104,124,,,,,,,,,,,,,,,,,
87142,,,,,,,,,,,,,96,121,,,,,,,,,,,,,,,,,
87149,,,,,,,,,,,,,,6,17,1,,,,,,,,,,,,,,5,3
87151,,,,,,,,,,,,,296,,,,,,,,,,,,,,,,,,
87155,,,,,,,,,,,,,84,79,,,,,,,,,,,,,,,55,,
87157,,,,,,,,,,,,,24,8,,,,,,,,,,,,,,,,,
87160,,,,,,,,,,,,,4,2,1,,,,,,,,,,,,,,,1,
87161,,,,,,,,,,,,,103,,86,,,,,,,,,,,,,,,,
87162,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,
87163,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,
87164,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,
87171,,,,,,,,,,,,,,179,,,,,,,,,,,,,,,,,
87172,,,,,,,,,,,,,,89,83,,,,,,,,,,,,,,,,
87173,,,,,,,,,,,,,,38,80,,,,,,,,,,,,,,,,
87174,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,
87175,,,,,,,,,,,,,,3,12,,,,,,,,,,,,,,,5,
87179,,,,,,,,,,,,,,41,35,,,,,,,,,,,,,,,32,
87180,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
87181,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,
87182,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,
87184,,,,,,,,,,,,,98,33,,,,,,,,,,,,,,,,,
87191,,,,,,,,,,,,,20,6,6,,,,,,,,,,,,,,,,
87192,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,
87199,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
87216,,,,,,,,,,,,,,35,29,,,,,,,,,,,,,,,,
87220,,,,,,,,,,,,,146,157,,,,,,,,,,,,,,,92,,
87221,,,,,,,,,,,,,16,40,17,,,,,,,,,,,,,,,9,
87225,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,,,
87226,,,,,,,,,,,,,,13,23,4,,,,,,,,,,,,,,,
87227,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,
87228,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,
87229,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,
87230,,,,,,,,,,,,,43,,,3,,,,,,,,,,,,,,,
87232,,,,,,,,,,,,,,44,26,,,,,,,,,,,,,,,,
87233,,,,,,,,,,,,,,262,229,,,,,,,,,,,,,,,,
87235,,,,,,,,,,,,,,14,23,,,,,,,,,,,,,,,6,
87239,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
87243,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,
87244,,,,,,,,,,,,,100,157,,,,,,,,,,,,,,,,,
87254,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,
87255,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,
87256,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,
87261,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,
87262,,,,,,,,,,,,,,20,35,3,,,,,,,,,,,,,,,
87263,,,,,,,,,,,,,162,,,,,,,,,,,,,,,,,,
87265,,,,,,,,,,,,,,16,3,,,,,,,,,,,,,,,,
87269,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,
87273,,,,,,,,,,,,,12,7,11,,,,,,,,,,,,,,,5,
87274,,,,,,,,,,,,,116,119,141,,,,,,,,,,,,,,,,
87283,,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,
87284,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,
87288,,,,,,,,,,,,,212,,,,,,,,,,,,,,,,,,
87294,,,,,,,,,,,,,119,111,99,,,,,,,,,,,,,,,,
87300,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,
87302,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,
87304,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,
87311,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,
87316,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,
87317,,,,,,,,,,,,,,4,13,,,,,,,,,,,,,,,7,
87319,,,,,,,,,,,,,,18,9,6,,,,,,,,,,,,,,7,6
87321,,,,,,,,,,,,,,,21,7,,,,,,,,,,,,,,,9
87323,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,
87325,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,
87327,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,
87328,,,,,,,,,,,,,,56,62,,,,,,,,,,,,,,,42,
87332,,,,,,,,,,,,,18,42,27,,,,,,,,,,,,,,,,
87336,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,
87338,,,,,,,,,,,,,,6,7,,,,,,,,,,,,,,,,
87340,,,,,,,,,,,,,,32,41,,,,,,,,,,,,,,,12,
87344,,,,,,,,,,,,,22,17,37,,,,,,,,,,,,,,,,
87348,,,,,,,,,,,,,,109,140,,,,,,,,,,,,,,,102,
87349,,,,,,,,,,,,,,42,48,,,,,,,,,,,,,,,44,
87351,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,
87352,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,
87357,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,
87359,,,,,,,,,,,,,,5,3,,,,,,,,,,,,,,,2,
87363,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,
87370,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,
87373,,,,,,,,,,,,,,19,24,,,,,,,,,,,,,,,15,
87377,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,
87382,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,
87384,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,
87390,,,,,,,,,,,,,,42,39,,,,,,,,,,,,,,,,
87401,,,,,,,,,,,,,,,44,7,,,,,,,,,,,,,,,
87409,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,
87411,,,,,,,,,,,,,,30,13,,,,,,,,,,,,,,,6,
87414,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,
87423,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,
87426,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,
87430,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
87438,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
87440,,,,,,,,,,,,,75,116,113,,,,,,,,,,,,,,,,
87441,,,,,,,,,,,,,20,12,17,,,,,,,,,,,,,,,,
87442,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,
87443,,,,,,,,,,,,,,8,10,,,,,,,,,,,,,,,6,
87444,,,,,,,,,,,,,,86,46,,,,,,,,,,,,,,,25,
87447,,,,,,,,,,,,,,22,12,,,,,,,,,,,,,,,,
87448,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,
87449,,,,,,,,,,,,,,,105,12,,,,,,,,,,,,,,,1
87450,,,,,,,,,,,,,,,97,13,,,,,,,,,,,,,,,14
87451,,,,,,,,,,,,,,,12,4,,,,,,,,,,,,,,,2
87457,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,1,
87458,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,
87459,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,
87460,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,
87461,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
87466,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,
87467,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,,
87469,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,
87470,,,,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,
87471,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
87472,,,,,,,,,,,,,,63,43,,,,,,,,,,,,,,,,
87473,,,,,,,,,,,,,,8,7,,,,,,,,,,,,,,,,
87474,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
87475,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,,,,
87477,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
87486,,,,,,,,,,,,,133,59,52,,,,,,,,,,,,,,,24,
87489,,,,,,,,,,,,,12,23,22,,,,,,,,,,,,,,19,18,
87492,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,
87496,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
87498,,,,,,,,,,,,,6,2,4,,,,,,,,,,,,,,1,8,
87506,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,
87510,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,
87512,,,,,,,,,,,,,15,12,10,,,,,,,,,,,,,,,,
87513,,,,,,,,,,,,,43,38,17,,,,,,,,,,,,,,,7,
87515,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,
87522,,,,,,,,,,,,,382,,,,,,,,,,,,,,,,,,
87524,,,,,,,,,,,,,187,292,194,,,,,,,,,,,,,,,,
87526,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,
87527,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,
87528,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
87536,,,,,,,,,,,,,36,29,,,,,,,,,,,,,,,24,,
87537,,,,,,,,,,,,,,6,10,,,,,,,,,,,,,,,3,
87546,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,
87547,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,
87549,,,,,,,,,,,,,57,41,82,,,,,,,,,,,,,,26,61,
87552,,,,,,,,,,,,,,30,13,,,,,,,,,,,,,,,,
87554,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,
87555,,,,,,,,,,,,,102,108,165,,,,,,,,,,,,,,,,
87556,,,,,,,,,,,,,173,93,,,,,,,,,,,,,,,,,
87559,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,
87562,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,
87571,,,,,,,,,,,,,,227,,,,,,,,,,,,,,,,,
87573,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,
87583,,,,,,,,,,,,,143,111,106,,,,,,,,,,,,,,,,
87594,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,
87597,,,,,,,,,,,,,,,203,,,,,,,,,,,,,,,,
87601,,,,,,,,,,,,,12,8,8,,,,,,,,,,,,,,,,
87602,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,
87603,,,,,,,,,,,,,51,37,92,,,,,,,,,,,,,,,,
87604,,,,,,,,,,,,,,15,9,,,,,,,,,,,,,,,,
87605,,,,,,,,,,,,,,75,27,,,,,,,,,,,,,,,,
87610,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,
87613,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,
87614,,,,,,,,,,,,,,18,17,5,,,,,,,,,,,,,,14,24
87615,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,1,
87616,,,,,,,,,,,,,,17,8,,,,,,,,,,,,,,,4,
87630,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
87634,,,,,,,,,,,,,,47,42,,,,,,,,,,,,,,,,
87635,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,
87636,,,,,,,,,,,,,,11,20,,,,,,,,,,,,,,,,
87638,,,,,,,,,,,,,,11,5,2,,,,,,,,,,,,,,3,2
87639,,,,,,,,,,,,,,16,27,,,,,,,,,,,,,,,20,
87641,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,
87654,,,,,,,,,,,,,39,39,85,,,,,,,,,,,,,,31,86,
87655,,,,,,,,,,,,,,8,11,,,,,,,,,,,,,,,5,
87656,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
87661,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,
87662,,,,,,,,,,,,,,35,24,,,,,,,,,,,,,,,,
87666,,,,,,,,,,,,,5,2,1,,,,,,,,,,,,,,2,1,
87668,,,,,,,,,,,,,,74,95,,,,,,,,,,,,,,,,
87669,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,
87670,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
87671,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,
87672,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
87676,,,,,,,,,,,,,,26,39,,,,,,,,,,,,,,,12,
87677,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,
87678,,,,,,,,,,,,,,257,243,,,,,,,,,,,,,,,,
87687,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,
87691,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,
87695,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,
87700,,,,,,,,,,,,,18,6,7,,,,,,,,,,,,,,1,16,
87701,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,
87702,,,,,,,,,,,,,45,41,29,,,,,,,,,,,,,,,21,
87716,,,,,,,,,,,,,,12,33,,,,,,,,,,,,,,,,
87718,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,
87720,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,
87724,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,
87737,,,,,,,,,,,,,,85,81,,,,,,,,,,,,,,,,
87738,,,,,,,,,,,,,,66,69,,,,,,,,,,,,,,,49,
87747,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,
87754,,,,,,,,,,,,,,21,32,,,,,,,,,,,,,,,,
87755,,,,,,,,,,,,,,8,11,,,,,,,,,,,,,,,10,
87756,,,,,,,,,,,,,,12,6,,,,,,,,,,,,,,,2,
87762,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
87765,,,,,,,,,,,,,,20,36,,,,,,,,,,,,,,,31,
87766,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,
87767,,,,,,,,,,,,,,49,51,,,,,,,,,,,,,,,13,
87769,,,,,,,,,,,,,,90,165,,,,,,,,,,,,,,,,
87777,,,,,,,,,,,,,,31,50,,,,,,,,,,,,,,,,
87779,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,
87780,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,
87784,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,
87785,,,,,,,,,,,,,,31,76,,,,,,,,,,,,,,,80,
87788,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,
87789,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
87790,,,,,,,,,,,,,113,82,112,,,,,,,,,,,,,,73,162,
87791,,,,,,,,,,,,,,37,21,,,,,,,,,,,,,,,,
87794,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,
87801,,,,,,,,,,,,,,42,41,,,,,,,,,,,,,,,,
87805,,,,,,,,,,,,,,180,169,,,,,,,,,,,,,,,,
87806,,,,,,,,,,,,,,42,61,,,,,,,,,,,,,,,20,
87807,,,,,,,,,,,,,,62,91,,,,,,,,,,,,,,,51,
87811,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
87815,,,,,,,,,,,,,,4,3,1,,,,,,,,,,,,,,2,1
87833,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,
87834,,,,,,,,,,,,,,,267,,,,,,,,,,,,,,,,
87835,,,,,,,,,,,,,212,153,187,,,,,,,,,,,,,,,,
87836,,,,,,,,,,,,,75,22,10,,,,,,,,,,,,,,,1,
87837,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,
87838,,,,,,,,,,,,,,67,75,,,,,,,,,,,,,,,,
87839,,,,,,,,,,,,,,23,11,8,,,,,,,,,,,,,,10,6
87840,,,,,,,,,,,,,,32,37,,,,,,,,,,,,,,,39,
87841,,,,,,,,,,,,,,17,31,10,,,,,,,,,,,,,,20,12
87848,,,,,,,,,,,,,,,19,6,,,,,,,,,,,,,,,2
87849,,,,,,,,,,,,,,36,31,,,,,,,,,,,,,,,,
87852,,,,,,,,,,,,,,12,11,,,,,,,,,,,,,,,8,
87867,,,,,,,,,,,,,,3,11,,,,,,,,,,,,,,,12,
87868,,,,,,,,,,,,,,17,69,,,,,,,,,,,,,,,91,
87874,,,,,,,,,,,,,,39,36,,,,,,,,,,,,,,,8,
87875,,,,,,,,,,,,,,37,88,,,,,,,,,,,,,,,,
87876,,,,,,,,,,,,,,49,68,,,,,,,,,,,,,,,46,
87877,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,
87879,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,
87881,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,
87882,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
87887,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,
87901,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,2,
87903,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,
87906,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,1,
87909,,,,,,,,,,,,,,15,17,,,,,,,,,,,,,,,,
87911,,,,,,,,,,,,,,64,32,,,,,,,,,,,,,,,,
87914,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
87915,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,
87916,,,,,,,,,,,,,,231,234,,,,,,,,,,,,,,,144,
87917,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,
87918,,,,,,,,,,,,,,91,90,,,,,,,,,,,,,,,,
87919,,,,,,,,,,,,,,9,14,,,,,,,,,,,,,,,,
87925,,,,,,,,,,,,,,17,23,,,,,,,,,,,,,,,,
87928,,,,,,,,,,,,,,4,12,,,,,,,,,,,,,,,,
87931,,,,,,,,,,,,,,17,15,6,,,,,,,,,,,,,,13,7
87947,,,,,,,,,,,,,,93,137,,,,,,,,,,,,,,,,
87948,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,
87949,,,,,,,,,,,,,,78,36,,,,,,,,,,,,,,,,
87957,,,,,,,,,,,,,,390,390,,,,,,,,,,,,,,,,
87991,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,
87993,,,,,,,,,,,,,,35,69,,,,,,,,,,,,,,,,
87997,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,3,
88000,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,
88006,,,,,,,,,,,,,,72,43,,,,,,,,,,,,,,,,
88007,,,,,,,,,,,,,,61,71,,,,,,,,,,,,,,,,
88016,,,,,,,,,,,,,,54,20,,,,,,,,,,,,,,,4,
88017,,,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,
88019,,,,,,,,,,,,,,170,116,,,,,,,,,,,,,,,,
88020,,,,,,,,,,,,,,106,104,,,,,,,,,,,,,,,,
88043,,,,,,,,,,,,,,95,120,,,,,,,,,,,,,,,,
88056,,,,,,,,,,,,,,11,4,,,,,,,,,,,,,,,,
88062,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,
88063,,,,,,,,,,,,,,11,27,,,,,,,,,,,,,,,22,
88065,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,
88066,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,
88073,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,
88074,,,,,,,,,,,,,,4,9,,,,,,,,,,,,,,,3,
88075,,,,,,,,,,,,,,35,109,,,,,,,,,,,,,,,,
88078,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,
88080,,,,,,,,,,,,,,28,20,,,,,,,,,,,,,,,22,
88082,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,
88085,,,,,,,,,,,,,,58,77,,,,,,,,,,,,,,,40,
88087,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,
88096,,,,,,,,,,,,,,12,3,,,,,,,,,,,,,,,,
88110,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,
88111,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,
88112,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,
88118,,,,,,,,,,,,,,25,58,,,,,,,,,,,,,,,40,
88120,,,,,,,,,,,,,,18,20,,,,,,,,,,,,,,,,
88126,,,,,,,,,,,,,,96,47,,,,,,,,,,,,,,,,
88135,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,
88155,,,,,,,,,,,,,,3,8,,,,,,,,,,,,,,,11,
88162,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,
88165,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,
88167,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,
88183,,,,,,,,,,,,,,,12,2,,,,,,,,,,,,,,,3
88185,,,,,,,,,,,,,,65,39,,,,,,,,,,,,,,,14,
88186,,,,,,,,,,,,,,10,13,,,,,,,,,,,,,,,8,
88187,,,,,,,,,,,,,,42,22,,,,,,,,,,,,,,,5,
88193,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,
88195,,,,,,,,,,,,,,8,6,,,,,,,,,,,,,,,1,
88198,,,,,,,,,,,,,,28,53,,,,,,,,,,,,,,,35,
88202,,,,,,,,,,,,,,8,10,,,,,,,,,,,,,,,,
88204,,,,,,,,,,,,,,125,99,,,,,,,,,,,,,,,,
